run_id,n_cities,algorithm,iteration,iteration_best_distance,global_best_distance
100,100,BlindBlendAS,1,18713.10252246,18713.10252246
100,100,BlindBlendAS,2,18912.45165264,18713.10252246
100,100,BlindBlendAS,3,18860.59560599,18713.10252246
100,100,BlindBlendAS,4,18484.91482670,18484.91482670
100,100,BlindBlendAS,5,18147.19536683,18147.19536683
100,100,BlindBlendAS,6,17074.67073338,17074.67073338
100,100,BlindBlendAS,7,16796.07361702,16796.07361702
100,100,BlindBlendAS,8,16644.59874566,16644.59874566
100,100,BlindBlendAS,9,16538.27841130,16538.27841130
100,100,BlindBlendAS,10,15884.57649947,15884.57649947
100,100,BlindBlendAS,11,16073.53569880,15884.57649947
100,100,BlindBlendAS,12,15774.72584633,15774.72584633
100,100,BlindBlendAS,13,15628.73256459,15628.73256459
100,100,BlindBlendAS,14,15628.73256459,15628.73256459
100,100,BlindBlendAS,15,15585.71288310,15585.71288310
100,100,BlindBlendAS,16,15419.56949914,15419.56949914
100,100,BlindBlendAS,17,15419.56949914,15419.56949914
100,100,BlindBlendAS,18,15419.56949914,15419.56949914
100,100,BlindBlendAS,19,15419.56949914,15419.56949914
100,100,BlindBlendAS,20,15419.56949914,15419.56949914
100,100,BlindBlendAS,21,15419.56949914,15419.56949914
100,100,BlindBlendAS,22,15419.56949914,15419.56949914
100,100,BlindBlendAS,23,15387.52569765,15387.52569765
100,100,BlindBlendAS,24,15387.52569765,15387.52569765
100,100,BlindBlendAS,25,15387.52569765,15387.52569765
100,100,BlindBlendAS,26,15387.52569765,15387.52569765
100,100,BlindBlendAS,27,15387.52569765,15387.52569765
100,100,BlindBlendAS,28,15387.52569765,15387.52569765
100,100,BlindBlendAS,29,15387.52569765,15387.52569765
100,100,BlindBlendAS,30,15387.52569765,15387.52569765
100,100,BlindBlendAS,31,15387.52569765,15387.52569765
100,100,BlindBlendAS,32,15387.52569765,15387.52569765
100,100,BlindBlendAS,33,15387.52569765,15387.52569765
100,100,BlindBlendAS,34,15387.52569765,15387.52569765
100,100,BlindBlendAS,35,15333.69555271,15333.69555271
100,100,BlindBlendAS,36,15333.69555271,15333.69555271
100,100,BlindBlendAS,37,15326.11386995,15326.11386995
100,100,BlindBlendAS,38,15326.11386995,15326.11386995
100,100,BlindBlendAS,39,15326.11386995,15326.11386995
100,100,BlindBlendAS,40,15326.11386995,15326.11386995
100,100,BlindBlendAS,41,15326.11386995,15326.11386995
100,100,BlindBlendAS,42,15326.11386995,15326.11386995
100,100,BlindBlendAS,43,15326.11386995,15326.11386995
100,100,BlindBlendAS,44,15326.11386995,15326.11386995
100,100,BlindBlendAS,45,15326.11386995,15326.11386995
100,100,BlindBlendAS,46,15326.11386995,15326.11386995
100,100,BlindBlendAS,47,15326.11386995,15326.11386995
100,100,BlindBlendAS,48,15326.11386995,15326.11386995
100,100,BlindBlendAS,49,15326.11386995,15326.11386995
100,100,BlindBlendAS,50,15326.11386995,15326.11386995
100,100,BlindBlendAS,51,15322.55047262,15322.55047262
100,100,BlindBlendAS,52,15322.55047262,15322.55047262
100,100,BlindBlendAS,53,15322.55047262,15322.55047262
100,100,BlindBlendAS,54,15322.55047262,15322.55047262
100,100,BlindBlendAS,55,15322.55047262,15322.55047262
100,100,BlindBlendAS,56,15322.55047262,15322.55047262
100,100,BlindBlendAS,57,15322.55047262,15322.55047262
100,100,BlindBlendAS,58,15322.55047262,15322.55047262
100,100,BlindBlendAS,59,15322.55047262,15322.55047262
100,100,BlindBlendAS,60,15322.55047262,15322.55047262
100,100,BlindBlendAS,61,15322.55047262,15322.55047262
100,100,BlindBlendAS,62,15322.55047262,15322.55047262
100,100,BlindBlendAS,63,15322.55047262,15322.55047262
100,100,BlindBlendAS,64,15322.55047262,15322.55047262
100,100,BlindBlendAS,65,15322.55047262,15322.55047262
100,100,BlindBlendAS,66,15322.55047262,15322.55047262
100,100,BlindBlendAS,67,15322.55047262,15322.55047262
100,100,BlindBlendAS,68,15322.55047262,15322.55047262
100,100,BlindBlendAS,69,15322.55047262,15322.55047262
100,100,BlindBlendAS,70,15322.55047262,15322.55047262
100,100,BlindBlendAS,71,15322.55047262,15322.55047262
100,100,BlindBlendAS,72,15251.54950366,15251.54950366
100,100,BlindBlendAS,73,15251.54950366,15251.54950366
100,100,BlindBlendAS,74,15251.54950366,15251.54950366
100,100,BlindBlendAS,75,15251.54950366,15251.54950366
100,100,BlindBlendAS,76,15251.54950366,15251.54950366
100,100,BlindBlendAS,77,15251.54950366,15251.54950366
100,100,BlindBlendAS,78,15251.54950366,15251.54950366
100,100,BlindBlendAS,79,15251.54950366,15251.54950366
100,100,BlindBlendAS,80,15251.54950366,15251.54950366
100,100,BlindBlendAS,81,15251.54950366,15251.54950366
100,100,BlindBlendAS,82,15251.54950366,15251.54950366
100,100,BlindBlendAS,83,15251.54950366,15251.54950366
100,100,BlindBlendAS,84,15251.54950366,15251.54950366
100,100,BlindBlendAS,85,15251.54950366,15251.54950366
100,100,BlindBlendAS,86,15251.54950366,15251.54950366
100,100,BlindBlendAS,87,15251.54950366,15251.54950366
100,100,BlindBlendAS,88,15251.54950366,15251.54950366
100,100,BlindBlendAS,89,15251.54950366,15251.54950366
100,100,BlindBlendAS,90,15251.54950366,15251.54950366
100,100,BlindBlendAS,91,15251.54950366,15251.54950366
100,100,BlindBlendAS,92,15251.54950366,15251.54950366
100,100,BlindBlendAS,93,15251.54950366,15251.54950366
100,100,BlindBlendAS,94,15251.54950366,15251.54950366
100,100,BlindBlendAS,95,15251.54950366,15251.54950366
100,100,BlindBlendAS,96,15251.54950366,15251.54950366
100,100,BlindBlendAS,97,15251.54950366,15251.54950366
100,100,BlindBlendAS,98,15251.54950366,15251.54950366
