schedule,start_evaporation,end_evaporation,curve,seed_index,python_seed,city_seed,best_distance,blind_rounds,final_pheromone_min,final_pheromone_max,final_pheromone_mean
logarithmic,0.80000000,0.20000000,3.00000000,3,51,51,7556.46569954,6,0.00661685,0.72226713,0.03008453
logarithmic,0.80000000,0.20000000,3.00000000,4,52,52,6832.91087139,3,0.00731753,0.79687097,0.03332241
logarithmic,0.80000000,0.20000000,3.00000000,5,53,53,7436.14890783,9,0.00672391,0.76624293,0.03277361
logarithmic,0.80000000,0.20000000,3.00000000,6,54,54,7554.91503776,9,0.00661821,0.73720967,0.03087043
logarithmic,0.80000000,0.20000000,3.00000000,7,55,55,7802.24569799,6,0.00640841,0.69088659,0.02880321
logarithmic,0.80000000,0.20000000,3.00000000,8,56,56,8303.16154968,9,0.00602180,0.65142129,0.02740595
logarithmic,0.80000000,0.20000000,3.00000000,9,57,57,7771.10493478,0,0.00643409,0.69549565,0.02978027
logarithmic,0.80000000,0.20000000,9.00000000,0,48,48,6954.85093229,3,0.00718923,0.81954071,0.03428961
logarithmic,0.80000000,0.20000000,9.00000000,1,49,49,7659.37553725,6,0.00652795,0.71768889,0.03023008
logarithmic,0.80000000,0.20000000,9.00000000,2,50,50,7898.79119371,3,0.00633008,0.68845297,0.02878292
logarithmic,0.80000000,0.20000000,9.00000000,3,51,51,7556.46569954,6,0.00661685,0.74559292,0.03096002
logarithmic,0.80000000,0.20000000,9.00000000,4,52,52,6898.15779441,6,0.00724831,0.79691641,0.03314903
logarithmic,0.80000000,0.20000000,9.00000000,5,53,53,7444.03551223,3,0.00671679,0.74285153,0.03164945
logarithmic,0.80000000,0.20000000,9.00000000,6,54,54,7507.41944046,9,0.00666008,0.73365434,0.03048382
logarithmic,0.80000000,0.20000000,9.00000000,7,55,55,7878.85954543,6,0.00634610,0.71126050,0.02950905
logarithmic,0.80000000,0.20000000,9.00000000,8,56,56,8347.27784926,3,0.00598998,0.65715018,0.02757591
logarithmic,0.80000000,0.20000000,9.00000000,9,57,57,7743.22828692,6,0.00645726,0.71152301,0.03009571
linear,0.80000000,0.30000000,1.00000000,0,48,48,6954.85093229,6,0.00479282,0.54372012,0.02249626
linear,0.80000000,0.30000000,1.00000000,1,49,49,7637.38789790,0,0.00436449,0.49094260,0.02085741
linear,0.80000000,0.30000000,1.00000000,2,50,50,8111.43839936,0,0.00410942,0.46225103,0.01963289
linear,0.80000000,0.30000000,1.00000000,3,51,51,7556.46569954,9,0.00441123,0.51274998,0.02161208
linear,0.80000000,0.30000000,1.00000000,4,52,52,6864.81336599,3,0.00485568,0.56444124,0.02382458
linear,0.80000000,0.30000000,1.00000000,5,53,53,7521.14560496,6,0.00443195,0.49579113,0.02064162
linear,0.80000000,0.30000000,1.00000000,6,54,54,7547.71037239,6,0.00441635,0.49620285,0.02106154
linear,0.80000000,0.30000000,1.00000000,7,55,55,7889.05608029,9,0.00422526,0.47086913,0.01957613
linear,0.80000000,0.30000000,1.00000000,8,56,56,8262.25592702,3,0.00403441,0.44665547,0.01893012
linear,0.80000000,0.30000000,1.00000000,9,57,57,7685.45940891,3,0.00433719,0.48787633,0.02072767
exponential,0.80000000,0.30000000,-4.00000000,0,48,48,6954.85093229,3,0.00479282,0.57121470,0.02360336
exponential,0.80000000,0.30000000,-4.00000000,1,49,49,7611.05045656,3,0.00437960,0.52130936,0.02187565
exponential,0.80000000,0.30000000,-4.00000000,2,50,50,7898.79119371,6,0.00422006,0.49355110,0.02049587
exponential,0.80000000,0.30000000,-4.00000000,3,51,51,7556.46569954,6,0.00441123,0.52464132,0.02169182
exponential,0.80000000,0.30000000,-4.00000000,4,52,52,6917.88658123,6,0.00481843,0.55524524,0.02306302
exponential,0.80000000,0.30000000,-4.00000000,5,53,53,7436.14890783,6,0.00448261,0.53270676,0.02200793
exponential,0.80000000,0.30000000,-4.00000000,6,54,54,7515.32348946,6,0.00443538,0.52012347,0.02179263
exponential,0.80000000,0.30000000,-4.00000000,7,55,55,7816.61381232,3,0.00426442,0.50776782,0.02129767
exponential,0.80000000,0.30000000,-4.00000000,8,56,56,8232.25199510,3,0.00404911,0.47378123,0.01977138
exponential,0.80000000,0.30000000,-4.00000000,9,57,57,7685.45940891,6,0.00433719,0.50556165,0.02096253
exponential,0.80000000,0.30000000,-2.00000000,0,48,48,6954.85093229,3,0.00479282,0.56447886,0.02337090
exponential,0.80000000,0.30000000,-2.00000000,1,49,49,7637.38789790,0,0.00436449,0.51057928,0.02152415
exponential,0.80000000,0.30000000,-2.00000000,2,50,50,8115.01912196,6,0.00410761,0.47403374,0.01976820
exponential,0.80000000,0.30000000,-2.00000000,3,51,51,7556.46569954,3,0.00441123,0.51309235,0.02125404
exponential,0.80000000,0.30000000,-2.00000000,4,52,52,6832.91087139,3,0.00487835,0.54899369,0.02300063
exponential,0.80000000,0.30000000,-2.00000000,5,53,53,7469.13622961,3,0.00446281,0.52002254,0.02179679
exponential,0.80000000,0.30000000,-2.00000000,6,54,54,7530.90985359,6,0.00442620,0.51672227,0.02170052
exponential,0.80000000,0.30000000,-2.00000000,7,55,55,7881.89323251,6,0.00422910,0.48597948,0.02003324
exponential,0.80000000,0.30000000,-2.00000000,8,56,56,8260.95552056,6,0.00403505,0.46815632,0.01960087
exponential,0.80000000,0.30000000,-2.00000000,9,57,57,7771.10493478,0,0.00428939,0.50179356,0.02115193
exponential,0.80000000,0.30000000,-1.00000000,0,48,48,6954.85093229,3,0.00479282,0.55116902,0.02330923
exponential,0.80000000,0.30000000,-1.00000000,1,49,49,7611.05045656,6,0.00437960,0.50593677,0.02103904
exponential,0.80000000,0.30000000,-1.00000000,2,50,50,8115.01912196,6,0.00410761,0.47257175,0.01951517
exponential,0.80000000,0.30000000,-1.00000000,3,51,51,7556.46569954,6,0.00441123,0.50864692,0.02103827
exponential,0.80000000,0.30000000,-1.00000000,4,52,52,7030.98405094,6,0.00474092,0.54371306,0.02288129
exponential,0.80000000,0.30000000,-1.00000000,5,53,53,7469.13622961,9,0.00446281,0.49630879,0.02081135
exponential,0.80000000,0.30000000,-1.00000000,6,54,54,7494.60579549,6,0.00444764,0.50754697,0.02117674
exponential,0.80000000,0.30000000,-1.00000000,7,55,55,7782.79672705,6,0.00428295,0.49165130,0.02027812
exponential,0.80000000,0.30000000,-1.00000000,8,56,56,8211.67068217,6,0.00405926,0.45909710,0.01932353
exponential,0.80000000,0.30000000,-1.00000000,9,57,57,7697.70711283,3,0.00433029,0.49714822,0.02073855
exponential,0.80000000,0.30000000,1.00000000,0,48,48,6954.85093229,6,0.00479282,0.52366446,0.02226939
exponential,0.80000000,0.30000000,1.00000000,1,49,49,7612.41026641,6,0.00437881,0.47975371,0.02047363
exponential,0.80000000,0.30000000,1.00000000,2,50,50,7939.44399116,6,0.00419845,0.45905525,0.01958258
exponential,0.80000000,0.30000000,1.00000000,3,51,51,7556.46569954,9,0.00441123,0.50638331,0.02140810
exponential,0.80000000,0.30000000,1.00000000,4,52,52,6832.91087139,6,0.00487835,0.51594274,0.02197027
exponential,0.80000000,0.30000000,1.00000000,5,53,53,7553.57924941,0,0.00441292,0.48354777,0.02064738
exponential,0.80000000,0.30000000,1.00000000,6,54,54,7494.60579549,6,0.00444764,0.47436151,0.02003368
exponential,0.80000000,0.30000000,1.00000000,7,55,55,7809.91292716,3,0.00426808,0.46705668,0.01988984
exponential,0.80000000,0.30000000,1.00000000,8,56,56,8245.50535146,6,0.00404261,0.43157629,0.01827675
exponential,0.80000000,0.30000000,1.00000000,9,57,57,7693.90888113,0,0.00433243,0.47475611,0.02027835
exponential,0.80000000,0.30000000,2.00000000,0,48,48,6954.85093229,6,0.00479282,0.50985976,0.02182148
exponential,0.80000000,0.30000000,2.00000000,1,49,49,7612.41026641,3,0.00437881,0.46645236,0.02000430
exponential,0.80000000,0.30000000,2.00000000,2,50,50,8102.30007420,9,0.00411406,0.43130101,0.01811610
exponential,0.80000000,0.30000000,2.00000000,3,51,51,7556.46569954,3,0.00441123,0.47024027,0.01973409
exponential,0.80000000,0.30000000,2.00000000,4,52,52,6881.90333199,9,0.00484362,0.51259954,0.02150051
exponential,0.80000000,0.30000000,2.00000000,5,53,53,7451.90584030,3,0.00447313,0.47651996,0.02043394
exponential,0.80000000,0.30000000,2.00000000,6,54,54,7494.60579549,3,0.00444764,0.50391844,0.02143904
exponential,0.80000000,0.30000000,2.00000000,7,55,55,7817.08914036,3,0.00426416,0.45398937,0.01946687
exponential,0.80000000,0.30000000,2.00000000,8,56,56,8211.67068217,6,0.00405926,0.43132359,0.01846450
exponential,0.80000000,0.30000000,2.00000000,9,57,57,7716.48742498,3,0.00431975,0.46332978,0.01940557
exponential,0.80000000,0.30000000,4.00000000,0,48,48,6954.85093229,6,0.00479282,0.48225928,0.02048777
exponential,0.80000000,0.30000000,4.00000000,1,49,49,7702.22588741,3,0.00432775,0.43685823,0.01888877
exponential,0.80000000,0.30000000,4.00000000,2,50,50,7898.79119371,3,0.00422006,0.42701988,0.01853987
exponential,0.80000000,0.30000000,4.00000000,3,51,51,7556.46569954,9,0.00441123,0.48738497,0.02077695
exponential,0.80000000,0.30000000,4.00000000,4,52,52,6866.31642090,6,0.00485462,0.53151830,0.02267653
exponential,0.80000000,0.30000000,4.00000000,5,53,53,7444.03551223,3,0.00447786,0.45290601,0.01966755
exponential,0.80000000,0.30000000,4.00000000,6,54,54,7507.41944046,6,0.00444005,0.48914503,0.02084010
exponential,0.80000000,0.30000000,4.00000000,7,55,55,7787.24265640,3,0.00428051,0.43320035,0.01880775
exponential,0.80000000,0.30000000,4.00000000,8,56,56,8232.25199510,6,0.00404911,0.40680295,0.01764031
exponential,0.80000000,0.30000000,4.00000000,9,57,57,7721.56545232,6,0.00431691,0.43527986,0.01884577
logarithmic,0.80000000,0.30000000,-9.00000000,0,48,48,6954.85093229,6,0.00479282,0.49293211,0.02128620
logarithmic,0.80000000,0.30000000,-9.00000000,1,49,49,7637.38789790,6,0.00436449,0.44962340,0.01897663
logarithmic,0.80000000,0.30000000,-9.00000000,2,50,50,8088.47686152,6,0.00412109,0.42192175,0.01821169
logarithmic,0.80000000,0.30000000,-9.00000000,3,51,51,7556.46569954,3,0.00441123,0.45336272,0.01915394
logarithmic,0.80000000,0.30000000,-9.00000000,4,52,52,6881.90333199,9,0.00484362,0.49453372,0.02090733
logarithmic,0.80000000,0.30000000,-9.00000000,5,53,53,7553.57924941,0,0.00441292,0.45410479,0.01965416
logarithmic,0.80000000,0.30000000,-9.00000000,6,54,54,7494.60579549,3,0.00444764,0.49570596,0.02116066
logarithmic,0.80000000,0.30000000,-9.00000000,7,55,55,7794.81190129,3,0.00427635,0.43999574,0.01902372
logarithmic,0.80000000,0.30000000,-9.00000000,8,56,56,8211.67068217,6,0.00405926,0.41724758,0.01804078
logarithmic,0.80000000,0.30000000,-9.00000000,9,57,57,7719.12202472,3,0.00431828,0.44383037,0.01916824
logarithmic,0.80000000,0.30000000,-3.00000000,0,48,48,6954.85093229,6,0.00479282,0.51490232,0.02199704
logarithmic,0.80000000,0.30000000,-3.00000000,1,49,49,7611.05045656,9,0.00437960,0.46622604,0.01970260
logarithmic,0.80000000,0.30000000,-3.00000000,2,50,50,8102.30007420,9,0.00411406,0.43330272,0.01817896
logarithmic,0.80000000,0.30000000,-3.00000000,3,51,51,7556.46569954,6,0.00441123,0.47369024,0.02000457
logarithmic,0.80000000,0.30000000,-3.00000000,4,52,52,6881.90333199,9,0.00484362,0.51785015,0.02167570
logarithmic,0.80000000,0.30000000,-3.00000000,5,53,53,7553.57924941,0,0.00441292,0.47424559,0.02033204
logarithmic,0.80000000,0.30000000,-3.00000000,6,54,54,7494.60579549,6,0.00444764,0.46738041,0.01982199
logarithmic,0.80000000,0.30000000,-3.00000000,7,55,55,7892.74863381,3,0.00422329,0.45306264,0.01939135
logarithmic,0.80000000,0.30000000,-3.00000000,8,56,56,8347.27784926,3,0.00399332,0.42270189,0.01788333
logarithmic,0.80000000,0.30000000,-3.00000000,9,57,57,7693.90888113,0,0.00433243,0.46561711,0.01996880
logarithmic,0.80000000,0.30000000,-1.00000000,0,48,48,6954.85093229,6,0.00479282,0.52856801,0.02243790
logarithmic,0.80000000,0.30000000,-1.00000000,1,49,49,7611.05045656,6,0.00437960,0.50426895,0.02132491
logarithmic,0.80000000,0.30000000,-1.00000000,2,50,50,7939.11052258,3,0.00419862,0.46039993,0.01960604
logarithmic,0.80000000,0.30000000,-1.00000000,3,51,51,7556.46569954,6,0.00441123,0.48649203,0.02068796
logarithmic,0.80000000,0.30000000,-1.00000000,4,52,52,6832.91087139,6,0.00487835,0.55681430,0.02352809
logarithmic,0.80000000,0.30000000,-1.00000000,5,53,53,7553.57924941,0,0.00441292,0.48662783,0.02075180
logarithmic,0.80000000,0.30000000,-1.00000000,6,54,54,7494.60579549,6,0.00444764,0.48027758,0.02023175
logarithmic,0.80000000,0.30000000,-1.00000000,7,55,55,7899.87023428,3,0.00421948,0.45985974,0.01923152
logarithmic,0.80000000,0.30000000,-1.00000000,8,56,56,8378.40875624,6,0.00397848,0.45257976,0.01928266
logarithmic,0.80000000,0.30000000,-1.00000000,9,57,57,7716.48742498,3,0.00431975,0.49737768,0.02103308
logarithmic,0.80000000,0.30000000,1.00000000,0,48,48,6954.85093229,6,0.00479282,0.54692314,0.02314476
logarithmic,0.80000000,0.30000000,1.00000000,1,49,49,7637.38789790,6,0.00436449,0.48762288,0.02022861
logarithmic,0.80000000,0.30000000,1.00000000,2,50,50,8115.01912196,6,0.00410761,0.46389802,0.01921449
logarithmic,0.80000000,0.30000000,1.00000000,3,51,51,7556.46569954,9,0.00441123,0.50690676,0.02099447
logarithmic,0.80000000,0.30000000,1.00000000,4,52,52,6928.92143116,3,0.00481075,0.54886163,0.02322367
logarithmic,0.80000000,0.30000000,1.00000000,5,53,53,7521.14560496,6,0.00443195,0.50262996,0.02087484
logarithmic,0.80000000,0.30000000,1.00000000,6,54,54,7494.60579549,6,0.00444764,0.50579462,0.02113554
logarithmic,0.80000000,0.30000000,1.00000000,7,55,55,7899.87023428,3,0.00421948,0.47385599,0.01968263
logarithmic,0.80000000,0.30000000,1.00000000,8,56,56,8262.25592702,6,0.00403441,0.44876682,0.01895567
logarithmic,0.80000000,0.30000000,1.00000000,9,57,57,7771.10493478,6,0.00428939,0.48826397,0.02032809
logarithmic,0.80000000,0.30000000,3.00000000,0,48,48,6954.85093229,3,0.00479282,0.55912137,0.02318530
logarithmic,0.80000000,0.30000000,3.00000000,1,49,49,7611.05045656,6,0.00437960,0.50695617,0.02107422
logarithmic,0.80000000,0.30000000,3.00000000,2,50,50,7957.49297128,6,0.00418892,0.48188006,0.02031252
logarithmic,0.80000000,0.30000000,3.00000000,3,51,51,7556.46569954,9,0.00441123,0.50741813,0.02100996
logarithmic,0.80000000,0.30000000,3.00000000,4,52,52,6832.91087139,3,0.00487835,0.54487589,0.02288550
logarithmic,0.80000000,0.30000000,3.00000000,5,53,53,7436.70258516,3,0.00448227,0.51565992,0.02179229
logarithmic,0.80000000,0.30000000,3.00000000,6,54,54,7512.07078818,6,0.00443730,0.51061319,0.02111572
logarithmic,0.80000000,0.30000000,3.00000000,7,55,55,7901.34220345,3,0.00421869,0.48025442,0.01985391
logarithmic,0.80000000,0.30000000,3.00000000,8,56,56,8262.25592702,6,0.00403441,0.45405925,0.01913193
logarithmic,0.80000000,0.30000000,3.00000000,9,57,57,7716.48742498,3,0.00431975,0.49770526,0.02091015
logarithmic,0.80000000,0.30000000,9.00000000,0,48,48,6954.85093229,6,0.00479282,0.55610211,0.02311286
logarithmic,0.80000000,0.30000000,9.00000000,1,49,49,7637.38789790,6,0.00436449,0.50810361,0.02130240
logarithmic,0.80000000,0.30000000,9.00000000,2,50,50,7898.79119371,0,0.00422006,0.49164513,0.02073566
logarithmic,0.80000000,0.30000000,9.00000000,3,51,51,7556.46569954,9,0.00441123,0.52160992,0.02189583
logarithmic,0.80000000,0.30000000,9.00000000,4,52,52,6866.31642090,6,0.00485462,0.57032253,0.02394111
logarithmic,0.80000000,0.30000000,9.00000000,5,53,53,7436.14890783,3,0.00448261,0.51984126,0.02182970
logarithmic,0.80000000,0.30000000,9.00000000,6,54,54,7777.53886807,3,0.00428585,0.49188041,0.02041472
logarithmic,0.80000000,0.30000000,9.00000000,7,55,55,7813.80552277,6,0.00426595,0.48916797,0.02019352
logarithmic,0.80000000,0.30000000,9.00000000,8,56,56,8252.29742834,3,0.00403928,0.47027216,0.01982157
logarithmic,0.80000000,0.30000000,9.00000000,9,57,57,7697.70711283,6,0.00433029,0.50230393,0.02095590
linear,0.70000000,0.30000000,1.00000000,0,48,48,6954.85093229,9,0.00479282,0.55946634,0.02355082
linear,0.70000000,0.30000000,1.00000000,1,49,49,7637.38789790,0,0.00436449,0.49644816,0.02104527
linear,0.70000000,0.30000000,1.00000000,2,50,50,7901.18880935,6,0.00421877,0.46776323,0.01943556
linear,0.70000000,0.30000000,1.00000000,3,51,51,7556.46569954,3,0.00441123,0.49983191,0.02097577
linear,0.70000000,0.30000000,1.00000000,4,52,52,6926.17394638,0,0.00481266,0.54740511,0.02319757
linear,0.70000000,0.30000000,1.00000000,5,53,53,7436.14890783,0,0.00448261,0.50987126,0.02161035
linear,0.70000000,0.30000000,1.00000000,6,54,54,7494.60579549,9,0.00444764,0.49129315,0.02048585
linear,0.70000000,0.30000000,1.00000000,7,55,55,7787.24265640,6,0.00428051,0.48688781,0.02063358
linear,0.70000000,0.30000000,1.00000000,8,56,56,8231.71611541,3,0.00404938,0.44560506,0.01865900
linear,0.70000000,0.30000000,1.00000000,9,57,57,7697.70711283,3,0.00433029,0.49244770,0.02084695
exponential,0.70000000,0.30000000,-4.00000000,0,48,48,6954.85093229,9,0.00479282,0.56907728,0.02342601
exponential,0.70000000,0.30000000,-4.00000000,1,49,49,7637.38789790,0,0.00436449,0.52062053,0.02186420
exponential,0.70000000,0.30000000,-4.00000000,2,50,50,8080.87174691,3,0.00412497,0.48394866,0.01999328
exponential,0.70000000,0.30000000,-4.00000000,3,51,51,7556.46569954,6,0.00441123,0.52314607,0.02150337
exponential,0.70000000,0.30000000,-4.00000000,4,52,52,6966.28896567,6,0.00478495,0.56703470,0.02324080
exponential,0.70000000,0.30000000,-4.00000000,5,53,53,7513.03074192,9,0.00443674,0.53042525,0.02251246
exponential,0.70000000,0.30000000,-4.00000000,6,54,54,7512.07078818,9,0.00443730,0.52667337,0.02179059
exponential,0.70000000,0.30000000,-4.00000000,7,55,55,7881.89323251,9,0.00422910,0.49942567,0.02050559
exponential,0.70000000,0.30000000,-4.00000000,8,56,56,8292.73295565,0,0.00401958,0.47941784,0.02012297
exponential,0.70000000,0.30000000,-4.00000000,9,57,57,7716.48742498,6,0.00431975,0.51518711,0.02135929
exponential,0.70000000,0.30000000,-2.00000000,0,48,48,6954.85093229,6,0.00479282,0.56278563,0.02349702
exponential,0.70000000,0.30000000,-2.00000000,1,49,49,7611.05045656,3,0.00437960,0.50758752,0.02115546
exponential,0.70000000,0.30000000,-2.00000000,2,50,50,7917.30716492,3,0.00421019,0.49387949,0.02048378
exponential,0.70000000,0.30000000,-2.00000000,3,51,51,7556.46569954,3,0.00441123,0.51740052,0.02152849
exponential,0.70000000,0.30000000,-2.00000000,4,52,52,6915.62465425,3,0.00482000,0.55727518,0.02308525
exponential,0.70000000,0.30000000,-2.00000000,5,53,53,7513.03074192,6,0.00443674,0.51970426,0.02146167
exponential,0.70000000,0.30000000,-2.00000000,6,54,54,7494.60579549,6,0.00444764,0.50365170,0.02101797
exponential,0.70000000,0.30000000,-2.00000000,7,55,55,7782.79672705,9,0.00428295,0.49926273,0.02065996
exponential,0.70000000,0.30000000,-2.00000000,8,56,56,8379.93170858,9,0.00397776,0.46522400,0.01926713
exponential,0.70000000,0.30000000,-2.00000000,9,57,57,7716.48742498,6,0.00431975,0.50202691,0.02066427
exponential,0.70000000,0.30000000,-1.00000000,0,48,48,6954.85093229,3,0.00479282,0.56088415,0.02324637
exponential,0.70000000,0.30000000,-1.00000000,1,49,49,7611.05045656,9,0.00437960,0.50327510,0.02114218
exponential,0.70000000,0.30000000,-1.00000000,2,50,50,7918.74443912,6,0.00420942,0.48679937,0.02031433
exponential,0.70000000,0.30000000,-1.00000000,3,51,51,7556.46569954,6,0.00441123,0.51471766,0.02144274
exponential,0.70000000,0.30000000,-1.00000000,4,52,52,6855.78566400,9,0.00486207,0.56221386,0.02359174
exponential,0.70000000,0.30000000,-1.00000000,5,53,53,7591.24957371,3,0.00439102,0.50877801,0.02145315
exponential,0.70000000,0.30000000,-1.00000000,6,54,54,7494.60579549,6,0.00444764,0.50852225,0.02106114
exponential,0.70000000,0.30000000,-1.00000000,7,55,55,7920.57970645,3,0.00420845,0.48886681,0.02027201
exponential,0.70000000,0.30000000,-1.00000000,8,56,56,8211.67068217,3,0.00405926,0.47045382,0.01985964
exponential,0.70000000,0.30000000,-1.00000000,9,57,57,7693.90888113,3,0.00433243,0.50213579,0.02120342
exponential,0.70000000,0.30000000,1.00000000,0,48,48,6954.85093229,6,0.00479282,0.52931812,0.02207894
exponential,0.70000000,0.30000000,1.00000000,1,49,49,7611.05045656,9,0.00437960,0.49783385,0.02071301
exponential,0.70000000,0.30000000,1.00000000,2,50,50,7910.53775734,6,0.00421379,0.47040085,0.01953023
exponential,0.70000000,0.30000000,1.00000000,3,51,51,7556.46569954,9,0.00441123,0.49563397,0.02060995
exponential,0.70000000,0.30000000,1.00000000,4,52,52,6844.41776529,3,0.00487015,0.54123741,0.02303824
exponential,0.70000000,0.30000000,1.00000000,5,53,53,7436.14890783,3,0.00448261,0.49862493,0.02122772
exponential,0.70000000,0.30000000,1.00000000,6,54,54,7494.60579549,6,0.00444764,0.49627369,0.02064568
exponential,0.70000000,0.30000000,1.00000000,7,55,55,7802.24569799,3,0.00427227,0.46964913,0.01960162
exponential,0.70000000,0.30000000,1.00000000,8,56,56,8395.36305597,3,0.00397045,0.43471143,0.01830971
exponential,0.70000000,0.30000000,1.00000000,9,57,57,7693.90888113,0,0.00433243,0.48190804,0.02051592
exponential,0.70000000,0.30000000,2.00000000,0,48,48,6954.85093229,3,0.00479282,0.50998453,0.02139555
exponential,0.70000000,0.30000000,2.00000000,1,49,49,7685.00731806,6,0.00433745,0.47092541,0.02012454
exponential,0.70000000,0.30000000,2.00000000,2,50,50,7921.89439728,6,0.00420775,0.45148442,0.01889093
exponential,0.70000000,0.30000000,2.00000000,3,51,51,7556.46569954,9,0.00441123,0.47953958,0.02010570
exponential,0.70000000,0.30000000,2.00000000,4,52,52,6832.91087139,6,0.00487835,0.51701807,0.02203522
exponential,0.70000000,0.30000000,2.00000000,5,53,53,7436.14890783,3,0.00448261,0.51238591,0.02194661
exponential,0.70000000,0.30000000,2.00000000,6,54,54,7512.07078818,9,0.00443730,0.46955066,0.02007040
exponential,0.70000000,0.30000000,2.00000000,7,55,55,7817.50006449,9,0.00426394,0.47317974,0.01975888
exponential,0.70000000,0.30000000,2.00000000,8,56,56,8369.66057895,3,0.00398264,0.42954116,0.01829459
exponential,0.70000000,0.30000000,2.00000000,9,57,57,7693.90888113,0,0.00433243,0.47055938,0.02013315
exponential,0.70000000,0.30000000,4.00000000,0,48,48,6954.85093229,6,0.00479282,0.49708515,0.02142448
exponential,0.70000000,0.30000000,4.00000000,1,49,49,7623.18216489,6,0.00437263,0.45376422,0.01960513
exponential,0.70000000,0.30000000,4.00000000,2,50,50,8108.48621491,3,0.00411092,0.42660793,0.01843172
exponential,0.70000000,0.30000000,4.00000000,3,51,51,7556.46569954,9,0.00441123,0.45926653,0.01945885
exponential,0.70000000,0.30000000,4.00000000,4,52,52,6832.91087139,6,0.00487835,0.49499295,0.02133496
exponential,0.70000000,0.30000000,4.00000000,5,53,53,7436.14890783,3,0.00448261,0.46518174,0.02009950
exponential,0.70000000,0.30000000,4.00000000,6,54,54,7494.60579549,9,0.00444764,0.44805007,0.01909724
exponential,0.70000000,0.30000000,4.00000000,7,55,55,7870.23312230,3,0.00423537,0.43952375,0.01898801
exponential,0.70000000,0.30000000,4.00000000,8,56,56,8211.67068217,0,0.00405926,0.42098742,0.01818507
exponential,0.70000000,0.30000000,4.00000000,9,57,57,7685.45940891,9,0.00433719,0.48410167,0.02056674
logarithmic,0.70000000,0.30000000,-9.00000000,0,48,48,6954.85093229,3,0.00479282,0.49383939,0.02086096
logarithmic,0.70000000,0.30000000,-9.00000000,1,49,49,7628.80092000,6,0.00436941,0.46027631,0.01980639
logarithmic,0.70000000,0.30000000,-9.00000000,2,50,50,7908.29160051,3,0.00421499,0.44383253,0.01911338
logarithmic,0.70000000,0.30000000,-9.00000000,3,51,51,7556.46569954,9,0.00441123,0.46612179,0.01967596
logarithmic,0.70000000,0.30000000,-9.00000000,4,52,52,6832.91087139,6,0.00487835,0.50141645,0.02153392
logarithmic,0.70000000,0.30000000,-9.00000000,5,53,53,7633.91095390,3,0.00436648,0.45429812,0.01914270
logarithmic,0.70000000,0.30000000,-9.00000000,6,54,54,7494.60579549,6,0.00444764,0.46755086,0.01966762
logarithmic,0.70000000,0.30000000,-9.00000000,7,55,55,7817.50006449,9,0.00426394,0.46085150,0.01933470
logarithmic,0.70000000,0.30000000,-9.00000000,8,56,56,8369.66057895,3,0.00398264,0.41734877,0.01791437
logarithmic,0.70000000,0.30000000,-9.00000000,9,57,57,7693.90888113,0,0.00433243,0.45646094,0.01965649
logarithmic,0.70000000,0.30000000,-3.00000000,0,48,48,6954.85093229,6,0.00479282,0.53853615,0.02246679
logarithmic,0.70000000,0.30000000,-3.00000000,1,49,49,7611.05045656,9,0.00437960,0.48244603,0.02018741
logarithmic,0.70000000,0.30000000,-3.00000000,2,50,50,7910.53775734,6,0.00421379,0.45444945,0.01898323
logarithmic,0.70000000,0.30000000,-3.00000000,3,51,51,7556.46569954,9,0.00441123,0.48802082,0.02034989
logarithmic,0.70000000,0.30000000,-3.00000000,4,52,52,6832.91087139,6,0.00487835,0.51759232,0.02202203
logarithmic,0.70000000,0.30000000,-3.00000000,5,53,53,7436.14890783,3,0.00448261,0.49038144,0.02094845
logarithmic,0.70000000,0.30000000,-3.00000000,6,54,54,7494.60579549,6,0.00444764,0.47862767,0.02004518
logarithmic,0.70000000,0.30000000,-3.00000000,7,55,55,7802.24569799,3,0.00427227,0.46173330,0.01934602
logarithmic,0.70000000,0.30000000,-3.00000000,8,56,56,8369.66057895,3,0.00398264,0.43263907,0.01839276
logarithmic,0.70000000,0.30000000,-3.00000000,9,57,57,7693.90888113,0,0.00433243,0.47394366,0.02024723
logarithmic,0.70000000,0.30000000,-1.00000000,0,48,48,6954.85093229,3,0.00479282,0.52164227,0.02178324
logarithmic,0.70000000,0.30000000,-1.00000000,1,49,49,7611.05045656,9,0.00437960,0.49980007,0.02077985
logarithmic,0.70000000,0.30000000,-1.00000000,2,50,50,7883.67444908,6,0.00422815,0.47117967,0.01973803
logarithmic,0.70000000,0.30000000,-1.00000000,3,51,51,7556.46569954,9,0.00441123,0.51134046,0.02156622
logarithmic,0.70000000,0.30000000,-1.00000000,4,52,52,6844.41776529,3,0.00487015,0.54406871,0.02313181
logarithmic,0.70000000,0.30000000,-1.00000000,5,53,53,7469.13622961,6,0.00446281,0.49881325,0.02115533
logarithmic,0.70000000,0.30000000,-1.00000000,6,54,54,7494.60579549,6,0.00444764,0.48574668,0.02047466
logarithmic,0.70000000,0.30000000,-1.00000000,7,55,55,7953.30705060,3,0.00419113,0.46737186,0.01969014
logarithmic,0.70000000,0.30000000,-1.00000000,8,56,56,8333.89222190,3,0.00399973,0.44141392,0.01871288
logarithmic,0.70000000,0.30000000,-1.00000000,9,57,57,7728.73512890,6,0.00431291,0.48410666,0.02015869
