schedule,start_evaporation,end_evaporation,curve,seed_index,python_seed,city_seed,best_distance,blind_rounds,final_pheromone_min,final_pheromone_max,final_pheromone_mean
logarithmic,0.70000000,0.30000000,1.00000000,0,48,48,6954.85093229,3,0.00479282,0.55067865,0.02321442
logarithmic,0.70000000,0.30000000,1.00000000,1,49,49,7611.05045656,9,0.00437960,0.49998312,0.02104502
logarithmic,0.70000000,0.30000000,1.00000000,2,50,50,7925.57782831,6,0.00420579,0.46402669,0.01950668
logarithmic,0.70000000,0.30000000,1.00000000,3,51,51,7556.46569954,6,0.00441123,0.51242173,0.02136517
logarithmic,0.70000000,0.30000000,1.00000000,4,52,52,6912.56983860,3,0.00482213,0.54431450,0.02282134
logarithmic,0.70000000,0.30000000,1.00000000,5,53,53,7711.19046247,6,0.00432272,0.49536514,0.02052143
logarithmic,0.70000000,0.30000000,1.00000000,6,54,54,7494.60579549,6,0.00444764,0.49713213,0.02075941
logarithmic,0.70000000,0.30000000,1.00000000,7,55,55,7920.57970645,3,0.00420845,0.48667437,0.02019595
logarithmic,0.70000000,0.30000000,1.00000000,8,56,56,8380.98003793,3,0.00397726,0.45740090,0.01922506
logarithmic,0.70000000,0.30000000,1.00000000,9,57,57,7685.45940891,9,0.00433719,0.50772142,0.02134516
logarithmic,0.70000000,0.30000000,3.00000000,0,48,48,6954.85093229,3,0.00479282,0.56181664,0.02327857
logarithmic,0.70000000,0.30000000,3.00000000,1,49,49,7694.89487859,6,0.00433188,0.49640843,0.02079418
logarithmic,0.70000000,0.30000000,3.00000000,2,50,50,7923.18021268,6,0.00420706,0.47983877,0.01983470
logarithmic,0.70000000,0.30000000,3.00000000,3,51,51,7556.46569954,3,0.00441123,0.50971790,0.02114500
logarithmic,0.70000000,0.30000000,3.00000000,4,52,52,6964.35352688,0,0.00478628,0.55614996,0.02346757
logarithmic,0.70000000,0.30000000,3.00000000,5,53,53,7436.70258516,3,0.00448227,0.52083096,0.02198238
logarithmic,0.70000000,0.30000000,3.00000000,6,54,54,7512.07078818,3,0.00443730,0.50506875,0.02096709
logarithmic,0.70000000,0.30000000,3.00000000,7,55,55,7785.14966714,0,0.00428166,0.49646865,0.02095619
logarithmic,0.70000000,0.30000000,3.00000000,8,56,56,8260.95552056,3,0.00403505,0.45484475,0.01906147
logarithmic,0.70000000,0.30000000,3.00000000,9,57,57,7685.45940891,0,0.00433719,0.50397199,0.02126839
logarithmic,0.70000000,0.30000000,9.00000000,0,48,48,6954.85093229,6,0.00479282,0.55966131,0.02339487
logarithmic,0.70000000,0.30000000,9.00000000,1,49,49,7611.05045656,3,0.00437960,0.51162191,0.02141691
logarithmic,0.70000000,0.30000000,9.00000000,2,50,50,7923.26499189,3,0.00420702,0.49121974,0.02063083
logarithmic,0.70000000,0.30000000,9.00000000,3,51,51,7556.46569954,3,0.00441123,0.51680022,0.02151529
logarithmic,0.70000000,0.30000000,9.00000000,4,52,52,6914.29062409,3,0.00482093,0.57162144,0.02403383
logarithmic,0.70000000,0.30000000,9.00000000,5,53,53,7522.62303866,3,0.00443108,0.51796820,0.02176865
logarithmic,0.70000000,0.30000000,9.00000000,6,54,54,7494.60579549,3,0.00444764,0.52074779,0.02192627
logarithmic,0.70000000,0.30000000,9.00000000,7,55,55,7890.79353167,6,0.00422433,0.48233658,0.01991702
logarithmic,0.70000000,0.30000000,9.00000000,8,56,56,8235.87277194,3,0.00404733,0.46085643,0.01917869
logarithmic,0.70000000,0.30000000,9.00000000,9,57,57,7728.43303975,6,0.00431308,0.50372572,0.02090939
linear,0.70000000,0.40000000,1.00000000,0,48,48,6954.85093229,3,0.00359461,0.41630835,0.01722419
linear,0.70000000,0.40000000,1.00000000,1,49,49,7611.05045656,9,0.00328470,0.38607200,0.01593208
linear,0.70000000,0.40000000,1.00000000,2,50,50,7883.67444908,3,0.00317111,0.37212593,0.01560080
linear,0.70000000,0.40000000,1.00000000,3,51,51,7556.46569954,9,0.00330842,0.39283027,0.01650336
linear,0.70000000,0.40000000,1.00000000,4,52,52,6850.01654737,6,0.00364963,0.42578384,0.01782213
linear,0.70000000,0.40000000,1.00000000,5,53,53,7436.70258516,3,0.00336170,0.39492371,0.01663045
linear,0.70000000,0.40000000,1.00000000,6,54,54,7494.60579549,6,0.00333573,0.39079012,0.01634565
linear,0.70000000,0.40000000,1.00000000,7,55,55,7972.16597365,3,0.00313591,0.36730422,0.01539539
linear,0.70000000,0.40000000,1.00000000,8,56,56,8372.75171246,3,0.00298588,0.35454594,0.01511080
linear,0.70000000,0.40000000,1.00000000,9,57,57,7685.45940891,3,0.00325290,0.38146405,0.01595808
exponential,0.70000000,0.40000000,-4.00000000,0,48,48,6954.85093229,9,0.00359461,0.42896107,0.01777645
exponential,0.70000000,0.40000000,-4.00000000,1,49,49,7694.89487859,6,0.00324891,0.38437168,0.01606600
exponential,0.70000000,0.40000000,-4.00000000,2,50,50,7909.65178532,3,0.00316070,0.37666835,0.01576595
exponential,0.70000000,0.40000000,-4.00000000,3,51,51,7556.46569954,9,0.00330842,0.39592974,0.01634233
exponential,0.70000000,0.40000000,-4.00000000,4,52,52,6866.31642090,0,0.00364096,0.43602436,0.01829388
exponential,0.70000000,0.40000000,-4.00000000,5,53,53,7513.03074192,9,0.00332755,0.39888739,0.01695803
exponential,0.70000000,0.40000000,-4.00000000,6,54,54,7494.60579549,6,0.00333573,0.39808021,0.01656605
exponential,0.70000000,0.40000000,-4.00000000,7,55,55,7890.79353167,6,0.00316825,0.36905051,0.01521230
exponential,0.70000000,0.40000000,-4.00000000,8,56,56,8211.67068217,6,0.00304445,0.34966808,0.01451304
exponential,0.70000000,0.40000000,-4.00000000,9,57,57,7697.70711283,3,0.00324772,0.38719257,0.01611978
exponential,0.70000000,0.40000000,-2.00000000,0,48,48,6954.85093229,3,0.00359461,0.42804380,0.01797864
exponential,0.70000000,0.40000000,-2.00000000,1,49,49,7611.05045656,9,0.00328470,0.38817179,0.01628746
exponential,0.70000000,0.40000000,-2.00000000,2,50,50,7923.18021268,9,0.00315530,0.36572146,0.01509219
exponential,0.70000000,0.40000000,-2.00000000,3,51,51,7556.46569954,6,0.00330842,0.39228564,0.01624872
exponential,0.70000000,0.40000000,-2.00000000,4,52,52,6855.78566400,9,0.00364656,0.43284585,0.01812565
exponential,0.70000000,0.40000000,-2.00000000,5,53,53,7488.68989982,3,0.00333837,0.39701528,0.01666914
exponential,0.70000000,0.40000000,-2.00000000,6,54,54,7494.60579549,6,0.00333573,0.39446436,0.01644953
exponential,0.70000000,0.40000000,-2.00000000,7,55,55,7782.79672705,0,0.00321221,0.38235618,0.01605719
exponential,0.70000000,0.40000000,-2.00000000,8,56,56,8231.71611541,0,0.00303703,0.36164879,0.01518837
exponential,0.70000000,0.40000000,-2.00000000,9,57,57,7697.70711283,3,0.00324772,0.38635564,0.01610382
exponential,0.70000000,0.40000000,-1.00000000,0,48,48,6954.85093229,6,0.00359461,0.42538656,0.01784217
exponential,0.70000000,0.40000000,-1.00000000,1,49,49,7611.05045656,9,0.00328470,0.38613129,0.01621906
exponential,0.70000000,0.40000000,-1.00000000,2,50,50,7925.57782831,6,0.00315434,0.35424934,0.01492160
exponential,0.70000000,0.40000000,-1.00000000,3,51,51,7556.46569954,6,0.00330842,0.39096452,0.01625057
exponential,0.70000000,0.40000000,-1.00000000,4,52,52,6926.17394638,6,0.00360950,0.41960250,0.01727842
exponential,0.70000000,0.40000000,-1.00000000,5,53,53,7436.14890783,0,0.00336196,0.39813707,0.01674333
exponential,0.70000000,0.40000000,-1.00000000,6,54,54,7494.60579549,6,0.00333573,0.37996035,0.01590139
exponential,0.70000000,0.40000000,-1.00000000,7,55,55,7890.39569371,0,0.00316841,0.37521712,0.01577850
exponential,0.70000000,0.40000000,-1.00000000,8,56,56,8379.93170858,3,0.00298332,0.35265649,0.01478452
exponential,0.70000000,0.40000000,-1.00000000,9,57,57,7716.48742498,3,0.00323982,0.37931340,0.01562782
exponential,0.70000000,0.40000000,1.00000000,0,48,48,6954.85093229,6,0.00359461,0.41781606,0.01759770
exponential,0.70000000,0.40000000,1.00000000,1,49,49,7637.38789790,6,0.00327337,0.38059391,0.01605223
exponential,0.70000000,0.40000000,1.00000000,2,50,50,7918.74443912,6,0.00315707,0.35437598,0.01481178
exponential,0.70000000,0.40000000,1.00000000,3,51,51,7556.46569954,6,0.00330842,0.38470926,0.01597333
exponential,0.70000000,0.40000000,1.00000000,4,52,52,6832.91087139,6,0.00365876,0.42106231,0.01771213
exponential,0.70000000,0.40000000,1.00000000,5,53,53,7633.91095390,3,0.00327486,0.37755118,0.01562401
exponential,0.70000000,0.40000000,1.00000000,6,54,54,7494.60579549,6,0.00333573,0.38051995,0.01575771
exponential,0.70000000,0.40000000,1.00000000,7,55,55,7817.50006449,9,0.00319795,0.37286453,0.01540009
exponential,0.70000000,0.40000000,1.00000000,8,56,56,8262.25592702,3,0.00302581,0.35103468,0.01477233
exponential,0.70000000,0.40000000,1.00000000,9,57,57,7693.90888113,0,0.00324932,0.37792260,0.01594900
exponential,0.70000000,0.40000000,2.00000000,0,48,48,6954.85093229,6,0.00359461,0.41332668,0.01745194
exponential,0.70000000,0.40000000,2.00000000,1,49,49,7623.18216489,6,0.00327947,0.37713930,0.01595202
exponential,0.70000000,0.40000000,2.00000000,2,50,50,7940.44062050,9,0.00314844,0.35710216,0.01482881
exponential,0.70000000,0.40000000,2.00000000,3,51,51,7556.46569954,9,0.00330842,0.38066961,0.01585956
exponential,0.70000000,0.40000000,2.00000000,4,52,52,6832.91087139,6,0.00365876,0.41220312,0.01743245
exponential,0.70000000,0.40000000,2.00000000,5,53,53,7436.14890783,6,0.00336196,0.38565127,0.01626828
exponential,0.70000000,0.40000000,2.00000000,6,54,54,7494.60579549,6,0.00333573,0.37657078,0.01562456
exponential,0.70000000,0.40000000,2.00000000,7,55,55,7802.24569799,3,0.00320421,0.36775686,0.01553452
exponential,0.70000000,0.40000000,2.00000000,8,56,56,8311.09022511,3,0.00300803,0.34275662,0.01448084
exponential,0.70000000,0.40000000,2.00000000,9,57,57,7731.36972863,0,0.00323358,0.37096538,0.01568228
exponential,0.70000000,0.40000000,4.00000000,0,48,48,6954.85093229,6,0.00359461,0.40379281,0.01713790
exponential,0.70000000,0.40000000,4.00000000,1,49,49,7623.18216489,6,0.00327947,0.36854481,0.01566112
exponential,0.70000000,0.40000000,4.00000000,2,50,50,8111.47324134,6,0.00308205,0.34154074,0.01444945
exponential,0.70000000,0.40000000,4.00000000,3,51,51,7556.46569954,9,0.00330842,0.37083142,0.01554719
exponential,0.70000000,0.40000000,4.00000000,4,52,52,6832.91087139,6,0.00365876,0.40764145,0.01729654
exponential,0.70000000,0.40000000,4.00000000,5,53,53,7436.70258516,6,0.00336170,0.37733685,0.01602084
exponential,0.70000000,0.40000000,4.00000000,6,54,54,7494.60579549,9,0.00333573,0.36650972,0.01542319
exponential,0.70000000,0.40000000,4.00000000,7,55,55,8020.62619690,6,0.00311696,0.34557670,0.01440634
exponential,0.70000000,0.40000000,4.00000000,8,56,56,8263.90097069,3,0.00302521,0.32810910,0.01376138
exponential,0.70000000,0.40000000,4.00000000,9,57,57,7685.45940891,9,0.00325290,0.37767637,0.01593834
logarithmic,0.70000000,0.40000000,-9.00000000,0,48,48,6954.85093229,6,0.00359461,0.40671411,0.01723310
logarithmic,0.70000000,0.40000000,-9.00000000,1,49,49,7611.05045656,6,0.00328470,0.37138399,0.01567384
logarithmic,0.70000000,0.40000000,-9.00000000,2,50,50,7940.44062050,9,0.00314844,0.35218867,0.01465761
logarithmic,0.70000000,0.40000000,-9.00000000,3,51,51,7556.46569954,9,0.00330842,0.37338964,0.01562662
logarithmic,0.70000000,0.40000000,-9.00000000,4,52,52,6832.91087139,6,0.00365876,0.41310623,0.01747180
logarithmic,0.70000000,0.40000000,-9.00000000,5,53,53,7485.86948355,3,0.00333963,0.37802911,0.01603981
logarithmic,0.70000000,0.40000000,-9.00000000,6,54,54,7512.07078818,9,0.00332798,0.37658572,0.01595203
logarithmic,0.70000000,0.40000000,-9.00000000,7,55,55,7802.24569799,3,0.00320421,0.36200172,0.01534382
logarithmic,0.70000000,0.40000000,-9.00000000,8,56,56,8262.25592702,3,0.00302581,0.34154067,0.01446189
logarithmic,0.70000000,0.40000000,-9.00000000,9,57,57,7716.48742498,6,0.00323982,0.36656765,0.01552072
logarithmic,0.70000000,0.40000000,-3.00000000,0,48,48,6954.85093229,6,0.00359461,0.41448551,0.01748877
logarithmic,0.70000000,0.40000000,-3.00000000,1,49,49,7616.66921167,6,0.00328227,0.37866074,0.01599793
logarithmic,0.70000000,0.40000000,-3.00000000,2,50,50,7924.14055411,6,0.00315492,0.36343510,0.01534213
logarithmic,0.70000000,0.40000000,-3.00000000,3,51,51,7556.46569954,9,0.00330842,0.38188369,0.01589769
logarithmic,0.70000000,0.40000000,-3.00000000,4,52,52,6832.91087139,6,0.00365876,0.41355292,0.01747459
logarithmic,0.70000000,0.40000000,-3.00000000,5,53,53,7618.96877677,3,0.00328128,0.37612458,0.01558586
logarithmic,0.70000000,0.40000000,-3.00000000,6,54,54,7494.60579549,6,0.00333573,0.37765227,0.01566079
logarithmic,0.70000000,0.40000000,-3.00000000,7,55,55,7817.50006449,9,0.00319795,0.37050219,0.01531844
logarithmic,0.70000000,0.40000000,-3.00000000,8,56,56,8354.45784538,3,0.00299241,0.34506460,0.01454757
logarithmic,0.70000000,0.40000000,-3.00000000,9,57,57,7693.90888113,0,0.00324932,0.37490211,0.01584683
logarithmic,0.70000000,0.40000000,-1.00000000,0,48,48,6954.85093229,6,0.00359461,0.41884725,0.01763113
logarithmic,0.70000000,0.40000000,-1.00000000,1,49,49,7611.05045656,9,0.00328470,0.38388337,0.01585699
logarithmic,0.70000000,0.40000000,-1.00000000,2,50,50,7910.53775734,6,0.00316034,0.36039610,0.01489121
logarithmic,0.70000000,0.40000000,-1.00000000,3,51,51,7556.46569954,9,0.00330842,0.38561162,0.01591554
logarithmic,0.70000000,0.40000000,-1.00000000,4,52,52,6832.91087139,6,0.00365876,0.41553139,0.01750292
logarithmic,0.70000000,0.40000000,-1.00000000,5,53,53,7485.86948355,3,0.00333963,0.38938828,0.01642377
logarithmic,0.70000000,0.40000000,-1.00000000,6,54,54,7494.60579549,6,0.00333573,0.38292106,0.01583985
logarithmic,0.70000000,0.40000000,-1.00000000,7,55,55,7802.24569799,3,0.00320421,0.36661080,0.01525757
logarithmic,0.70000000,0.40000000,-1.00000000,8,56,56,8262.25592702,3,0.00302581,0.35189254,0.01480001
logarithmic,0.70000000,0.40000000,-1.00000000,9,57,57,7693.90888113,0,0.00324932,0.37885685,0.01598058
logarithmic,0.70000000,0.40000000,1.00000000,0,48,48,6954.85093229,9,0.00359461,0.42750619,0.01794822
logarithmic,0.70000000,0.40000000,1.00000000,1,49,49,7611.05045656,6,0.00328470,0.38728108,0.01616871
logarithmic,0.70000000,0.40000000,1.00000000,2,50,50,7898.79119371,3,0.00316504,0.37366406,0.01570519
logarithmic,0.70000000,0.40000000,1.00000000,3,51,51,7556.46569954,3,0.00330842,0.39024427,0.01633716
logarithmic,0.70000000,0.40000000,1.00000000,4,52,52,6926.17394638,0,0.00360950,0.42630142,0.01793531
logarithmic,0.70000000,0.40000000,1.00000000,5,53,53,7436.14890783,0,0.00336196,0.39706763,0.01670716
logarithmic,0.70000000,0.40000000,1.00000000,6,54,54,7494.60579549,9,0.00333573,0.39246634,0.01625715
logarithmic,0.70000000,0.40000000,1.00000000,7,55,55,7802.24569799,6,0.00320421,0.37550818,0.01574478
logarithmic,0.70000000,0.40000000,1.00000000,8,56,56,8231.71611541,3,0.00303703,0.35307594,0.01470948
logarithmic,0.70000000,0.40000000,1.00000000,9,57,57,7685.45940891,3,0.00325290,0.38418845,0.01616570
logarithmic,0.70000000,0.40000000,3.00000000,0,48,48,6954.85093229,0,0.00359461,0.42515365,0.01787545
logarithmic,0.70000000,0.40000000,3.00000000,1,49,49,7611.05045656,9,0.00328470,0.38657398,0.01623736
logarithmic,0.70000000,0.40000000,3.00000000,2,50,50,7925.57782831,6,0.00315434,0.36843364,0.01542411
logarithmic,0.70000000,0.40000000,3.00000000,3,51,51,7556.46569954,3,0.00330842,0.39166756,0.01638180
logarithmic,0.70000000,0.40000000,3.00000000,4,52,52,6855.78566400,9,0.00364656,0.42696471,0.01793295
logarithmic,0.70000000,0.40000000,3.00000000,5,53,53,7444.57291324,3,0.00335815,0.39692927,0.01667188
logarithmic,0.70000000,0.40000000,3.00000000,6,54,54,7494.60579549,6,0.00333573,0.39445802,0.01646212
logarithmic,0.70000000,0.40000000,3.00000000,7,55,55,7782.79672705,0,0.00321221,0.38058670,0.01599723
logarithmic,0.70000000,0.40000000,3.00000000,8,56,56,8231.71611541,3,0.00303703,0.35717789,0.01484583
logarithmic,0.70000000,0.40000000,3.00000000,9,57,57,7685.45940891,0,0.00325290,0.38557321,0.01620906
logarithmic,0.70000000,0.40000000,9.00000000,0,48,48,6954.85093229,6,0.00359461,0.42746792,0.01795823
logarithmic,0.70000000,0.40000000,9.00000000,1,49,49,7694.89487859,6,0.00324891,0.38369269,0.01605271
logarithmic,0.70000000,0.40000000,9.00000000,2,50,50,7925.57782831,6,0.00315434,0.36707573,0.01539526
logarithmic,0.70000000,0.40000000,9.00000000,3,51,51,7556.46569954,6,0.00330842,0.39342066,0.01650065
logarithmic,0.70000000,0.40000000,9.00000000,4,52,52,6864.81336599,3,0.00364176,0.42303629,0.01747325
logarithmic,0.70000000,0.40000000,9.00000000,5,53,53,7454.20492039,3,0.00335381,0.39730265,0.01667746
logarithmic,0.70000000,0.40000000,9.00000000,6,54,54,7494.60579549,6,0.00333573,0.39550265,0.01649009
logarithmic,0.70000000,0.40000000,9.00000000,7,55,55,7782.79672705,3,0.00321221,0.38201195,0.01605268
logarithmic,0.70000000,0.40000000,9.00000000,8,56,56,8211.67068217,6,0.00304445,0.34641295,0.01439740
logarithmic,0.70000000,0.40000000,9.00000000,9,57,57,7696.54348086,6,0.00324821,0.38609722,0.01619004
linear,0.60000000,0.20000000,1.00000000,0,48,48,6954.85093229,3,0.00718923,0.76628631,0.03291394
linear,0.60000000,0.20000000,1.00000000,1,49,49,7682.79413549,9,0.00650805,0.69303631,0.02895455
linear,0.60000000,0.20000000,1.00000000,2,50,50,7951.55948751,6,0.00628807,0.65409652,0.02765703
linear,0.60000000,0.20000000,1.00000000,3,51,51,7556.46569954,6,0.00661685,0.74980207,0.03198191
linear,0.60000000,0.20000000,1.00000000,4,52,52,6832.91087139,6,0.00731753,0.76547878,0.03215155
linear,0.60000000,0.20000000,1.00000000,5,53,53,7513.03074192,6,0.00665510,0.73627303,0.03138995
linear,0.60000000,0.20000000,1.00000000,6,54,54,7507.41944046,6,0.00666008,0.71483887,0.02991973
linear,0.60000000,0.20000000,1.00000000,7,55,55,7802.24569799,3,0.00640841,0.72618735,0.03080546
linear,0.60000000,0.20000000,1.00000000,8,56,56,8211.67068217,6,0.00608889,0.63262836,0.02669081
linear,0.60000000,0.20000000,1.00000000,9,57,57,7697.70711283,3,0.00649544,0.68895991,0.02900145
exponential,0.60000000,0.20000000,-4.00000000,0,48,48,6954.85093229,9,0.00718923,0.85281569,0.03557238
exponential,0.60000000,0.20000000,-4.00000000,1,49,49,7665.12161551,6,0.00652305,0.76454059,0.03145039
exponential,0.60000000,0.20000000,-4.00000000,2,50,50,8109.06948178,0,0.00616594,0.72667459,0.03056865
exponential,0.60000000,0.20000000,-4.00000000,3,51,51,7556.46569954,3,0.00661685,0.77751551,0.03202851
exponential,0.60000000,0.20000000,-4.00000000,4,52,52,6884.21952401,3,0.00726299,0.84838036,0.03490787
exponential,0.60000000,0.20000000,-4.00000000,5,53,53,7436.14890783,3,0.00672391,0.78704979,0.03250104
exponential,0.60000000,0.20000000,-4.00000000,6,54,54,7512.07078818,3,0.00665595,0.77846781,0.03213311
exponential,0.60000000,0.20000000,-4.00000000,7,55,55,7916.59656996,0,0.00631585,0.74353386,0.03127482
exponential,0.60000000,0.20000000,-4.00000000,8,56,56,8292.73295565,3,0.00602938,0.71087778,0.02988373
exponential,0.60000000,0.20000000,-4.00000000,9,57,57,7716.48742498,3,0.00647963,0.76424020,0.03190806
exponential,0.60000000,0.20000000,-2.00000000,0,48,48,6954.85093229,3,0.00718923,0.82004098,0.03410030
exponential,0.60000000,0.20000000,-2.00000000,1,49,49,7611.05045656,9,0.00656940,0.73721817,0.03050131
exponential,0.60000000,0.20000000,-2.00000000,2,50,50,7891.32568951,0,0.00633607,0.72024690,0.03050672
exponential,0.60000000,0.20000000,-2.00000000,3,51,51,7556.46569954,6,0.00661685,0.75554403,0.03148149
exponential,0.60000000,0.20000000,-2.00000000,4,52,52,6855.78566400,3,0.00729311,0.85311133,0.03595855
exponential,0.60000000,0.20000000,-2.00000000,5,53,53,7436.70258516,3,0.00672341,0.76339637,0.03219133
exponential,0.60000000,0.20000000,-2.00000000,6,54,54,7507.41944046,9,0.00666008,0.74033850,0.03073795
exponential,0.60000000,0.20000000,-2.00000000,7,55,55,7782.79672705,3,0.00642443,0.73911438,0.03064991
exponential,0.60000000,0.20000000,-2.00000000,8,56,56,8211.67068217,3,0.00608889,0.69152531,0.02919954
exponential,0.60000000,0.20000000,-2.00000000,9,57,57,7699.54771710,0,0.00649389,0.73993055,0.03132410
exponential,0.60000000,0.20000000,-1.00000000,0,48,48,6954.85093229,9,0.00718923,0.82788105,0.03479537
exponential,0.60000000,0.20000000,-1.00000000,1,49,49,7611.05045656,3,0.00656940,0.72613230,0.03090392
exponential,0.60000000,0.20000000,-1.00000000,2,50,50,7923.18021268,3,0.00631060,0.68320477,0.02879254
exponential,0.60000000,0.20000000,-1.00000000,3,51,51,7556.46569954,6,0.00661685,0.76308153,0.03242709
exponential,0.60000000,0.20000000,-1.00000000,4,52,52,6829.74792001,6,0.00732091,0.79254902,0.03329884
exponential,0.60000000,0.20000000,-1.00000000,5,53,53,7513.03074192,3,0.00665510,0.73384328,0.03115696
exponential,0.60000000,0.20000000,-1.00000000,6,54,54,7494.60579549,3,0.00667146,0.72879829,0.03044602
exponential,0.60000000,0.20000000,-1.00000000,7,55,55,7881.89323251,6,0.00634365,0.70300300,0.02914602
exponential,0.60000000,0.20000000,-1.00000000,8,56,56,8278.46330961,9,0.00603977,0.68265159,0.02880542
exponential,0.60000000,0.20000000,-1.00000000,9,57,57,7743.22828692,3,0.00645726,0.74464365,0.03147290
exponential,0.60000000,0.20000000,1.00000000,0,48,48,6954.85093229,3,0.00718923,0.73650335,0.03158567
exponential,0.60000000,0.20000000,1.00000000,1,49,49,7611.05045656,3,0.00656940,0.67122672,0.02906174
exponential,0.60000000,0.20000000,1.00000000,2,50,50,8033.46874520,9,0.00622396,0.64105272,0.02697879
exponential,0.60000000,0.20000000,1.00000000,3,51,51,7556.46569954,9,0.00661685,0.68252580,0.02879929
exponential,0.60000000,0.20000000,1.00000000,4,52,52,6966.28896567,6,0.00717742,0.74005031,0.03111137
exponential,0.60000000,0.20000000,1.00000000,5,53,53,7436.14890783,6,0.00672391,0.68953532,0.02912162
exponential,0.60000000,0.20000000,1.00000000,6,54,54,7494.60579549,3,0.00667146,0.74165395,0.03167397
exponential,0.60000000,0.20000000,1.00000000,7,55,55,7845.17809053,9,0.00637334,0.67882560,0.02862523
exponential,0.60000000,0.20000000,1.00000000,8,56,56,8231.71611541,3,0.00607407,0.62063522,0.02681455
exponential,0.60000000,0.20000000,1.00000000,9,57,57,7716.48742498,3,0.00647963,0.66309581,0.02871700
exponential,0.60000000,0.20000000,2.00000000,0,48,48,6954.85093229,3,0.00718923,0.75326788,0.03194886
exponential,0.60000000,0.20000000,2.00000000,1,49,49,7611.05045656,3,0.00656940,0.64544220,0.02799156
exponential,0.60000000,0.20000000,2.00000000,2,50,50,7892.90545391,3,0.00633480,0.62177253,0.02697188
exponential,0.60000000,0.20000000,2.00000000,3,51,51,7556.46569954,6,0.00661685,0.65002935,0.02819922
exponential,0.60000000,0.20000000,2.00000000,4,52,52,6855.78566400,3,0.00729311,0.72721355,0.03084173
exponential,0.60000000,0.20000000,2.00000000,5,53,53,7521.14560496,3,0.00664792,0.65121930,0.02835670
exponential,0.60000000,0.20000000,2.00000000,6,54,54,7512.07078818,6,0.00665595,0.65725519,0.02816219
exponential,0.60000000,0.20000000,2.00000000,7,55,55,7782.79672705,9,0.00642443,0.67009162,0.02836601
exponential,0.60000000,0.20000000,2.00000000,8,56,56,8289.75287447,3,0.00603154,0.58823588,0.02526538
exponential,0.60000000,0.20000000,2.00000000,9,57,57,7693.90888113,3,0.00649865,0.63817495,0.02738493
exponential,0.60000000,0.20000000,4.00000000,0,48,48,6954.85093229,6,0.00718923,0.68491663,0.02934063
exponential,0.60000000,0.20000000,4.00000000,1,49,49,7611.05045656,9,0.00656940,0.69333697,0.02979846
exponential,0.60000000,0.20000000,4.00000000,2,50,50,7886.07206472,6,0.00634029,0.57070016,0.02480285
exponential,0.60000000,0.20000000,4.00000000,3,51,51,7556.46569954,9,0.00661685,0.61735562,0.02657449
exponential,0.60000000,0.20000000,4.00000000,4,52,52,6832.91087139,3,0.00731753,0.71448450,0.03065226
exponential,0.60000000,0.20000000,4.00000000,5,53,53,7662.78907451,3,0.00652504,0.59182780,0.02619605
exponential,0.60000000,0.20000000,4.00000000,6,54,54,7494.60579549,3,0.00667146,0.59340459,0.02590827
exponential,0.60000000,0.20000000,4.00000000,7,55,55,7802.24569799,6,0.00640841,0.60422735,0.02593528
exponential,0.60000000,0.20000000,4.00000000,8,56,56,8280.01477268,3,0.00603864,0.53990822,0.02381152
exponential,0.60000000,0.20000000,4.00000000,9,57,57,7719.98356753,6,0.00647670,0.57773811,0.02538317
logarithmic,0.60000000,0.20000000,-9.00000000,0,48,48,6954.85093229,6,0.00718923,0.68764344,0.02941813
logarithmic,0.60000000,0.20000000,-9.00000000,1,49,49,7667.92667551,3,0.00652067,0.61053773,0.02699010
logarithmic,0.60000000,0.20000000,-9.00000000,2,50,50,7892.90545391,3,0.00633480,0.59335161,0.02606618
logarithmic,0.60000000,0.20000000,-9.00000000,3,51,51,7556.46569954,9,0.00661685,0.63311465,0.02710010
logarithmic,0.60000000,0.20000000,-9.00000000,4,52,52,6876.67815305,6,0.00727095,0.72444098,0.03094886
logarithmic,0.60000000,0.20000000,-9.00000000,5,53,53,7444.03551223,3,0.00671679,0.62792762,0.02765815
logarithmic,0.60000000,0.20000000,-9.00000000,6,54,54,7494.60579549,9,0.00667146,0.61430705,0.02655352
logarithmic,0.60000000,0.20000000,-9.00000000,7,55,55,7782.79672705,9,0.00642443,0.64229512,0.02738893
logarithmic,0.60000000,0.20000000,-9.00000000,8,56,56,8289.75287447,3,0.00603154,0.56053388,0.02437362
logarithmic,0.60000000,0.20000000,-9.00000000,9,57,57,7697.70711283,0,0.00649544,0.60818052,0.02688697
logarithmic,0.60000000,0.20000000,-3.00000000,0,48,48,6954.85093229,3,0.00718923,0.75997863,0.03218519
logarithmic,0.60000000,0.20000000,-3.00000000,1,49,49,7643.00665301,6,0.00654193,0.64671140,0.02802979
logarithmic,0.60000000,0.20000000,-3.00000000,2,50,50,8054.43606092,3,0.00620776,0.61741155,0.02689641
logarithmic,0.60000000,0.20000000,-3.00000000,3,51,51,7556.46569954,3,0.00661685,0.66680189,0.02826267
logarithmic,0.60000000,0.20000000,-3.00000000,4,52,52,6879.59292316,3,0.00726787,0.72068603,0.03117451
logarithmic,0.60000000,0.20000000,-3.00000000,5,53,53,7461.53784746,3,0.00670103,0.66734351,0.02855729
logarithmic,0.60000000,0.20000000,-3.00000000,6,54,54,7494.60579549,6,0.00667146,0.64385842,0.02760377
