run_id,n_cities,algorithm,iteration,iteration_best_distance,global_best_distance
100,250,BlindBlendAS,1,78927.44426761,78927.44426761
100,250,BlindBlendAS,2,79272.56261919,78927.44426761
100,250,BlindBlendAS,3,76984.51745091,76984.51745091
100,250,BlindBlendAS,4,72611.47069915,72611.47069915
100,250,BlindBlendAS,5,73672.24975009,72611.47069915
100,250,BlindBlendAS,6,72018.68321726,72018.68321726
100,250,BlindBlendAS,7,70061.81403519,70061.81403519
100,250,BlindBlendAS,8,70924.00716851,70061.81403519
100,250,BlindBlendAS,9,68746.66682622,68746.66682622
100,250,BlindBlendAS,10,68116.87875112,68116.87875112
100,250,BlindBlendAS,11,66934.23307862,66934.23307862
100,250,BlindBlendAS,12,66762.34092955,66762.34092955
100,250,BlindBlendAS,13,66534.03826002,66534.03826002
100,250,BlindBlendAS,14,65499.07489444,65499.07489444
100,250,BlindBlendAS,15,65477.83437500,65477.83437500
100,250,BlindBlendAS,16,64230.71672909,64230.71672909
100,250,BlindBlendAS,17,64425.11954954,64230.71672909
100,250,BlindBlendAS,18,64092.52401039,64092.52401039
100,250,BlindBlendAS,19,63330.52478926,63330.52478926
100,250,BlindBlendAS,20,65371.65766859,63330.52478926
100,250,BlindBlendAS,21,64784.70041535,63330.52478926
100,250,BlindBlendAS,22,65966.33514078,63330.52478926
100,250,BlindBlendAS,23,63971.29907744,63330.52478926
100,250,BlindBlendAS,24,63805.33549838,63330.52478926
100,250,BlindBlendAS,25,64251.52352029,63330.52478926
100,250,BlindBlendAS,26,64156.24235018,63330.52478926
100,250,BlindBlendAS,27,64452.30646487,63330.52478926
100,250,BlindBlendAS,28,65497.41569361,63330.52478926
100,250,BlindBlendAS,29,64213.89730917,63330.52478926
100,250,BlindBlendAS,30,65619.01172695,63330.52478926
100,250,BlindBlendAS,31,64046.57286508,63330.52478926
100,250,BlindBlendAS,32,65707.19103107,63330.52478926
100,250,BlindBlendAS,33,65735.98420779,63330.52478926
100,250,BlindBlendAS,34,64259.54959166,63330.52478926
100,250,BlindBlendAS,35,65391.56245218,63330.52478926
100,250,BlindBlendAS,36,64653.58080262,63330.52478926
100,250,BlindBlendAS,37,64713.29173748,63330.52478926
100,250,BlindBlendAS,38,64217.42379387,63330.52478926
100,250,BlindBlendAS,39,63014.88389600,63014.88389600
100,250,BlindBlendAS,40,62960.51548540,62960.51548540
100,250,BlindBlendAS,41,63098.62391683,62960.51548540
100,250,BlindBlendAS,42,63030.32404647,62960.51548540
100,250,BlindBlendAS,43,62849.19080263,62849.19080263
100,250,BlindBlendAS,44,62566.28963607,62566.28963607
100,250,BlindBlendAS,45,62611.49986788,62566.28963607
100,250,BlindBlendAS,46,62566.28963607,62566.28963607
100,250,BlindBlendAS,47,62467.14857197,62467.14857197
100,250,BlindBlendAS,48,62467.14857197,62467.14857197
100,250,BlindBlendAS,49,62368.91172773,62368.91172773
100,250,BlindBlendAS,50,62368.91172773,62368.91172773
100,250,BlindBlendAS,51,62347.03950136,62347.03950136
100,250,BlindBlendAS,52,62347.03950136,62347.03950136
100,250,BlindBlendAS,53,61948.64257454,61948.64257454
100,250,BlindBlendAS,54,61638.99374144,61638.99374144
100,250,BlindBlendAS,55,61638.99374144,61638.99374144
100,250,BlindBlendAS,56,61638.99374144,61638.99374144
100,250,BlindBlendAS,57,61616.53906890,61616.53906890
100,250,BlindBlendAS,58,61512.46599435,61512.46599435
100,250,BlindBlendAS,59,61512.46599435,61512.46599435
100,250,BlindBlendAS,60,61512.46599435,61512.46599435
100,250,BlindBlendAS,61,61429.85879848,61429.85879848
100,250,BlindBlendAS,62,61240.86740189,61240.86740189
100,250,BlindBlendAS,63,61158.26020602,61158.26020602
100,250,BlindBlendAS,64,61158.26020602,61158.26020602
100,250,BlindBlendAS,65,61158.26020602,61158.26020602
100,250,BlindBlendAS,66,61114.10923883,61114.10923883
100,250,BlindBlendAS,67,61114.10923883,61114.10923883
100,250,BlindBlendAS,68,61114.10923883,61114.10923883
100,250,BlindBlendAS,69,61114.10923883,61114.10923883
100,250,BlindBlendAS,70,61114.10923883,61114.10923883
100,250,BlindBlendAS,71,61019.08032174,61019.08032174
100,250,BlindBlendAS,72,60981.32693911,60981.32693911
100,250,BlindBlendAS,73,60981.32693911,60981.32693911
100,250,BlindBlendAS,74,60981.32693911,60981.32693911
100,250,BlindBlendAS,75,60734.93603954,60734.93603954
100,250,BlindBlendAS,76,60577.20286506,60577.20286506
100,250,BlindBlendAS,77,60577.20286506,60577.20286506
100,250,BlindBlendAS,78,60577.20286506,60577.20286506
100,250,BlindBlendAS,79,60577.20286506,60577.20286506
100,250,BlindBlendAS,80,60577.20286506,60577.20286506
100,250,BlindBlendAS,81,60577.20286506,60577.20286506
100,250,BlindBlendAS,82,60577.20286506,60577.20286506
100,250,BlindBlendAS,83,60577.20286506,60577.20286506
100,250,BlindBlendAS,84,60577.20286506,60577.20286506
100,250,BlindBlendAS,85,60577.20286506,60577.20286506
100,250,BlindBlendAS,86,60577.20286506,60577.20286506
100,250,BlindBlendAS,87,60550.43015582,60550.43015582
100,250,BlindBlendAS,88,60550.43015582,60550.43015582
100,250,BlindBlendAS,89,60550.43015582,60550.43015582
100,250,BlindBlendAS,90,60550.43015582,60550.43015582
100,250,BlindBlendAS,91,60550.43015582,60550.43015582
100,250,BlindBlendAS,92,60548.66087031,60548.66087031
100,250,BlindBlendAS,93,60548.66087031,60548.66087031
100,250,BlindBlendAS,94,60548.66087031,60548.66087031
100,250,BlindBlendAS,95,60548.66087031,60548.66087031
100,250,BlindBlendAS,96,60548.66087031,60548.66087031
100,250,BlindBlendAS,97,60548.66087031,60548.66087031
100,250,BlindBlendAS,98,60548.66087031,60548.66087031
