n_cities,algorithm,best_distance,distance_per_city
140,MaxMinAS,46538.81137747,232.69405689
141,BlindBlendAS,45062.36517742,225.31182589
141,BaselineAS,49048.65542180,245.24327711
141,ElitistAS,49133.74125906,245.66870630
141,MaxMinAS,46819.71762771,234.09858814
142,BlindBlendAS,44255.32242807,221.27661214
142,BaselineAS,48289.62291406,241.44811457
142,ElitistAS,47333.03900156,236.66519501
142,MaxMinAS,45306.53505703,226.53267529
143,BlindBlendAS,44459.03561490,222.29517807
143,BaselineAS,46750.81824261,233.75409121
143,ElitistAS,46232.26945559,231.16134728
143,MaxMinAS,45679.67738022,228.39838690
144,BlindBlendAS,44092.54468527,220.46272343
144,BaselineAS,47322.81844271,236.61409221
144,ElitistAS,45966.37518199,229.83187591
144,MaxMinAS,45247.66069242,226.23830346
145,BlindBlendAS,44333.32634729,221.66663174
145,BaselineAS,46814.46591897,234.07232959
145,ElitistAS,46058.00109414,230.29000547
145,MaxMinAS,44374.07658254,221.87038291
146,BlindBlendAS,44933.73995856,224.66869979
146,BaselineAS,48753.06282882,243.76531414
146,ElitistAS,49748.36748907,248.74183745
146,MaxMinAS,47397.78268777,236.98891344
147,BlindBlendAS,45982.19213981,229.91096070
147,BaselineAS,48275.16997254,241.37584986
147,ElitistAS,48292.17529612,241.46087648
147,MaxMinAS,46748.17182409,233.74085912
148,BlindBlendAS,47218.40450647,236.09202253
148,BaselineAS,49943.02550907,249.71512755
148,ElitistAS,49191.39620546,245.95698103
148,MaxMinAS,46626.46995954,233.13234980
149,BlindBlendAS,44372.79672883,221.86398364
149,BaselineAS,47895.30274636,239.47651373
149,ElitistAS,46895.44543904,234.47722720
149,MaxMinAS,46137.95291917,230.68976460
150,BlindBlendAS,44690.01309375,223.45006547
150,BaselineAS,48760.24771988,243.80123860
150,ElitistAS,45946.86339726,229.73431699
150,MaxMinAS,45828.42726227,229.14213631
151,BlindBlendAS,44822.90641436,224.11453207
151,BaselineAS,47409.92196181,237.04960981
151,ElitistAS,46879.76395476,234.39881977
151,MaxMinAS,45982.57275175,229.91286376
152,BlindBlendAS,44603.72046660,223.01860233
152,BaselineAS,47533.94234218,237.66971171
152,ElitistAS,47637.72532223,238.18862661
152,MaxMinAS,44698.55874687,223.49279373
153,BlindBlendAS,43539.15681182,217.69578406
153,BaselineAS,46623.06740508,233.11533703
153,ElitistAS,46219.44775506,231.09723878
153,MaxMinAS,45960.84212859,229.80421064
154,BlindBlendAS,44038.88271787,220.19441359
154,BaselineAS,45543.24604367,227.71623022
154,ElitistAS,45549.57909110,227.74789546
154,MaxMinAS,45252.76170127,226.26380851
155,BlindBlendAS,44374.53306665,221.87266533
155,BaselineAS,46525.48239096,232.62741195
155,ElitistAS,46299.55291132,231.49776456
155,MaxMinAS,46459.75747426,232.29878737
156,BlindBlendAS,43501.49417218,217.50747086
156,BaselineAS,47234.93007419,236.17465037
156,ElitistAS,46334.10895786,231.67054479
156,MaxMinAS,45692.25701301,228.46128507
157,BlindBlendAS,45902.02901406,229.51014507
157,BaselineAS,47620.27429650,238.10137148
157,ElitistAS,45879.92097538,229.39960488
157,MaxMinAS,45352.98680924,226.76493405
158,BlindBlendAS,45279.83552409,226.39917762
158,BaselineAS,49275.97083408,246.37985417
158,ElitistAS,49637.89436135,248.18947181
158,MaxMinAS,46163.27710109,230.81638551
159,BlindBlendAS,45634.22240061,228.17111200
159,BaselineAS,48171.80186424,240.85900932
159,ElitistAS,47971.49076247,239.85745381
159,MaxMinAS,46725.50734166,233.62753671
160,BlindBlendAS,44275.40197479,221.37700987
160,BaselineAS,47225.79344168,236.12896721
160,ElitistAS,47740.26715404,238.70133577
160,MaxMinAS,44670.87299875,223.35436499
161,BlindBlendAS,44105.74959001,220.52874795
161,BaselineAS,46326.20522779,231.63102614
161,ElitistAS,46224.52600140,231.12263001
161,MaxMinAS,45325.54136458,226.62770682
162,BlindBlendAS,44268.52783996,221.34263920
162,BaselineAS,47744.00380922,238.72001905
