n_cities,algorithm,best_distance,distance_per_city
131,MaxMinAS,15813.58748825,158.13587488
132,BlindBlendAS,15347.49475459,153.47494755
132,BaselineAS,15610.77027544,156.10770275
132,ElitistAS,15503.55011988,155.03550120
132,MaxMinAS,15541.29670563,155.41296706
133,BlindBlendAS,15741.65156799,157.41651568
133,BaselineAS,16081.60602833,160.81606028
133,ElitistAS,15997.05145467,159.97051455
133,MaxMinAS,15824.10987478,158.24109875
134,BlindBlendAS,15844.11664703,158.44116647
134,BaselineAS,16225.80775031,162.25807750
134,ElitistAS,16141.79521611,161.41795216
134,MaxMinAS,15917.42777219,159.17427772
135,BlindBlendAS,15411.08782002,154.11087820
135,BaselineAS,15572.90266068,155.72902661
135,ElitistAS,15647.10853211,156.47108532
135,MaxMinAS,15411.04496023,154.11044960
136,BlindBlendAS,15315.90854683,153.15908547
136,BaselineAS,16108.89856043,161.08898560
136,ElitistAS,15886.58721690,158.86587217
136,MaxMinAS,15426.55737523,154.26557375
137,BlindBlendAS,15790.26882154,157.90268822
137,BaselineAS,16577.28551016,165.77285510
137,ElitistAS,16343.41893629,163.43418936
137,MaxMinAS,15982.44068454,159.82440685
138,BlindBlendAS,15428.25438317,154.28254383
138,BaselineAS,16339.01347612,163.39013476
138,ElitistAS,16255.34925518,162.55349255
138,MaxMinAS,15452.82378517,154.52823785
139,BlindBlendAS,15535.22062788,155.35220628
139,BaselineAS,16068.10149608,160.68101496
139,ElitistAS,15965.03307817,159.65033078
139,MaxMinAS,15659.98108659,156.59981087
140,BlindBlendAS,15362.16633330,153.62166333
140,BaselineAS,15762.24312690,157.62243127
140,ElitistAS,15658.28712091,156.58287121
140,MaxMinAS,15426.97840076,154.26978401
141,BlindBlendAS,15119.91053416,151.19910534
141,BaselineAS,15199.76761028,151.99767610
141,ElitistAS,15121.42270384,151.21422704
141,MaxMinAS,14944.25311047,149.44253110
142,BlindBlendAS,14978.98941883,149.78989419
142,BaselineAS,15122.31246720,151.22312467
142,ElitistAS,15124.56641928,151.24566419
