schedule,start_evaporation,end_evaporation,curve,iteration,evaporation
exponential,0.70000000,0.30000000,-2.00000000,24,0.41108539
exponential,0.70000000,0.30000000,-2.00000000,25,0.40413863
exponential,0.70000000,0.30000000,-2.00000000,26,0.39746971
exponential,0.70000000,0.30000000,-2.00000000,27,0.39106751
exponential,0.70000000,0.30000000,-2.00000000,28,0.38492137
exponential,0.70000000,0.30000000,-2.00000000,29,0.37902103
exponential,0.70000000,0.30000000,-2.00000000,30,0.37335668
exponential,0.70000000,0.30000000,-2.00000000,31,0.36791887
exponential,0.70000000,0.30000000,-2.00000000,32,0.36269854
exponential,0.70000000,0.30000000,-2.00000000,33,0.35768700
exponential,0.70000000,0.30000000,-2.00000000,34,0.35287589
exponential,0.70000000,0.30000000,-2.00000000,35,0.34825720
exponential,0.70000000,0.30000000,-2.00000000,36,0.34382324
exponential,0.70000000,0.30000000,-2.00000000,37,0.33956660
exponential,0.70000000,0.30000000,-2.00000000,38,0.33548021
exponential,0.70000000,0.30000000,-2.00000000,39,0.33155726
exponential,0.70000000,0.30000000,-2.00000000,40,0.32779120
exponential,0.70000000,0.30000000,-2.00000000,41,0.32417576
exponential,0.70000000,0.30000000,-2.00000000,42,0.32070492
exponential,0.70000000,0.30000000,-2.00000000,43,0.31737289
exponential,0.70000000,0.30000000,-2.00000000,44,0.31417413
exponential,0.70000000,0.30000000,-2.00000000,45,0.31110330
exponential,0.70000000,0.30000000,-2.00000000,46,0.30815529
exponential,0.70000000,0.30000000,-2.00000000,47,0.30532518
exponential,0.70000000,0.30000000,-2.00000000,48,0.30260826
exponential,0.70000000,0.30000000,-2.00000000,49,0.30000000
exponential,0.70000000,0.30000000,-1.00000000,0,0.70000000
exponential,0.70000000,0.30000000,-1.00000000,1,0.68721679
exponential,0.70000000,0.30000000,-1.00000000,2,0.67469182
exponential,0.70000000,0.30000000,-1.00000000,3,0.66241986
exponential,0.70000000,0.30000000,-1.00000000,4,0.65039582
exponential,0.70000000,0.30000000,-1.00000000,5,0.63861468
exponential,0.70000000,0.30000000,-1.00000000,6,0.62707153
exponential,0.70000000,0.30000000,-1.00000000,7,0.61576158
exponential,0.70000000,0.30000000,-1.00000000,8,0.60468009
exponential,0.70000000,0.30000000,-1.00000000,9,0.59382247
exponential,0.70000000,0.30000000,-1.00000000,10,0.58318419
exponential,0.70000000,0.30000000,-1.00000000,11,0.57276081
exponential,0.70000000,0.30000000,-1.00000000,12,0.56254800
exponential,0.70000000,0.30000000,-1.00000000,13,0.55254150
exponential,0.70000000,0.30000000,-1.00000000,14,0.54273715
exponential,0.70000000,0.30000000,-1.00000000,15,0.53313085
exponential,0.70000000,0.30000000,-1.00000000,16,0.52371862
exponential,0.70000000,0.30000000,-1.00000000,17,0.51449653
exponential,0.70000000,0.30000000,-1.00000000,18,0.50546073
exponential,0.70000000,0.30000000,-1.00000000,19,0.49660747
exponential,0.70000000,0.30000000,-1.00000000,20,0.48793306
exponential,0.70000000,0.30000000,-1.00000000,21,0.47943388
exponential,0.70000000,0.30000000,-1.00000000,22,0.47110640
exponential,0.70000000,0.30000000,-1.00000000,23,0.46294714
exponential,0.70000000,0.30000000,-1.00000000,24,0.45495271
exponential,0.70000000,0.30000000,-1.00000000,25,0.44711978
exponential,0.70000000,0.30000000,-1.00000000,26,0.43944509
exponential,0.70000000,0.30000000,-1.00000000,27,0.43192543
exponential,0.70000000,0.30000000,-1.00000000,28,0.42455768
exponential,0.70000000,0.30000000,-1.00000000,29,0.41733877
exponential,0.70000000,0.30000000,-1.00000000,30,0.41026569
exponential,0.70000000,0.30000000,-1.00000000,31,0.40333550
exponential,0.70000000,0.30000000,-1.00000000,32,0.39654530
exponential,0.70000000,0.30000000,-1.00000000,33,0.38989228
exponential,0.70000000,0.30000000,-1.00000000,34,0.38337366
exponential,0.70000000,0.30000000,-1.00000000,35,0.37698672
exponential,0.70000000,0.30000000,-1.00000000,36,0.37072880
exponential,0.70000000,0.30000000,-1.00000000,37,0.36459731
exponential,0.70000000,0.30000000,-1.00000000,38,0.35858968
exponential,0.70000000,0.30000000,-1.00000000,39,0.35270341
exponential,0.70000000,0.30000000,-1.00000000,40,0.34693605
exponential,0.70000000,0.30000000,-1.00000000,41,0.34128520
exponential,0.70000000,0.30000000,-1.00000000,42,0.33574850
exponential,0.70000000,0.30000000,-1.00000000,43,0.33032365
exponential,0.70000000,0.30000000,-1.00000000,44,0.32500839
exponential,0.70000000,0.30000000,-1.00000000,45,0.31980051
exponential,0.70000000,0.30000000,-1.00000000,46,0.31469783
exponential,0.70000000,0.30000000,-1.00000000,47,0.30969824
exponential,0.70000000,0.30000000,-1.00000000,48,0.30479964
exponential,0.70000000,0.30000000,-1.00000000,49,0.30000000
exponential,0.70000000,0.30000000,1.00000000,0,0.70000000
exponential,0.70000000,0.30000000,1.00000000,1,0.69520036
exponential,0.70000000,0.30000000,1.00000000,2,0.69030176
exponential,0.70000000,0.30000000,1.00000000,3,0.68530217
exponential,0.70000000,0.30000000,1.00000000,4,0.68019949
exponential,0.70000000,0.30000000,1.00000000,5,0.67499161
exponential,0.70000000,0.30000000,1.00000000,6,0.66967635
exponential,0.70000000,0.30000000,1.00000000,7,0.66425150
exponential,0.70000000,0.30000000,1.00000000,8,0.65871480
exponential,0.70000000,0.30000000,1.00000000,9,0.65306395
exponential,0.70000000,0.30000000,1.00000000,10,0.64729659
exponential,0.70000000,0.30000000,1.00000000,11,0.64141032
exponential,0.70000000,0.30000000,1.00000000,12,0.63540269
exponential,0.70000000,0.30000000,1.00000000,13,0.62927120
exponential,0.70000000,0.30000000,1.00000000,14,0.62301328
exponential,0.70000000,0.30000000,1.00000000,15,0.61662634
exponential,0.70000000,0.30000000,1.00000000,16,0.61010772
exponential,0.70000000,0.30000000,1.00000000,17,0.60345470
exponential,0.70000000,0.30000000,1.00000000,18,0.59666450
exponential,0.70000000,0.30000000,1.00000000,19,0.58973431
exponential,0.70000000,0.30000000,1.00000000,20,0.58266123
exponential,0.70000000,0.30000000,1.00000000,21,0.57544232
exponential,0.70000000,0.30000000,1.00000000,22,0.56807457
exponential,0.70000000,0.30000000,1.00000000,23,0.56055491
exponential,0.70000000,0.30000000,1.00000000,24,0.55288022
exponential,0.70000000,0.30000000,1.00000000,25,0.54504729
exponential,0.70000000,0.30000000,1.00000000,26,0.53705286
exponential,0.70000000,0.30000000,1.00000000,27,0.52889360
exponential,0.70000000,0.30000000,1.00000000,28,0.52056612
exponential,0.70000000,0.30000000,1.00000000,29,0.51206694
exponential,0.70000000,0.30000000,1.00000000,30,0.50339253
exponential,0.70000000,0.30000000,1.00000000,31,0.49453927
exponential,0.70000000,0.30000000,1.00000000,32,0.48550347
exponential,0.70000000,0.30000000,1.00000000,33,0.47628138
exponential,0.70000000,0.30000000,1.00000000,34,0.46686915
exponential,0.70000000,0.30000000,1.00000000,35,0.45726285
exponential,0.70000000,0.30000000,1.00000000,36,0.44745850
exponential,0.70000000,0.30000000,1.00000000,37,0.43745200
exponential,0.70000000,0.30000000,1.00000000,38,0.42723919
exponential,0.70000000,0.30000000,1.00000000,39,0.41681581
exponential,0.70000000,0.30000000,1.00000000,40,0.40617753
exponential,0.70000000,0.30000000,1.00000000,41,0.39531991
exponential,0.70000000,0.30000000,1.00000000,42,0.38423842
exponential,0.70000000,0.30000000,1.00000000,43,0.37292847
exponential,0.70000000,0.30000000,1.00000000,44,0.36138532
exponential,0.70000000,0.30000000,1.00000000,45,0.34960418
exponential,0.70000000,0.30000000,1.00000000,46,0.33758014
exponential,0.70000000,0.30000000,1.00000000,47,0.32530818
exponential,0.70000000,0.30000000,1.00000000,48,0.31278321
exponential,0.70000000,0.30000000,1.00000000,49,0.30000000
exponential,0.70000000,0.30000000,2.00000000,0,0.70000000
exponential,0.70000000,0.30000000,2.00000000,1,0.69739174
exponential,0.70000000,0.30000000,2.00000000,2,0.69467482
exponential,0.70000000,0.30000000,2.00000000,3,0.69184471
exponential,0.70000000,0.30000000,2.00000000,4,0.68889670
exponential,0.70000000,0.30000000,2.00000000,5,0.68582587
exponential,0.70000000,0.30000000,2.00000000,6,0.68262711
exponential,0.70000000,0.30000000,2.00000000,7,0.67929508
exponential,0.70000000,0.30000000,2.00000000,8,0.67582424
exponential,0.70000000,0.30000000,2.00000000,9,0.67220880
exponential,0.70000000,0.30000000,2.00000000,10,0.66844274
exponential,0.70000000,0.30000000,2.00000000,11,0.66451979
exponential,0.70000000,0.30000000,2.00000000,12,0.66043340
exponential,0.70000000,0.30000000,2.00000000,13,0.65617676
exponential,0.70000000,0.30000000,2.00000000,14,0.65174280
exponential,0.70000000,0.30000000,2.00000000,15,0.64712411
exponential,0.70000000,0.30000000,2.00000000,16,0.64231300
exponential,0.70000000,0.30000000,2.00000000,17,0.63730146
exponential,0.70000000,0.30000000,2.00000000,18,0.63208113
exponential,0.70000000,0.30000000,2.00000000,19,0.62664332
exponential,0.70000000,0.30000000,2.00000000,20,0.62097897
exponential,0.70000000,0.30000000,2.00000000,21,0.61507863
exponential,0.70000000,0.30000000,2.00000000,22,0.60893249
exponential,0.70000000,0.30000000,2.00000000,23,0.60253029
exponential,0.70000000,0.30000000,2.00000000,24,0.59586137
exponential,0.70000000,0.30000000,2.00000000,25,0.58891461
exponential,0.70000000,0.30000000,2.00000000,26,0.58167845
exponential,0.70000000,0.30000000,2.00000000,27,0.57414083
exponential,0.70000000,0.30000000,2.00000000,28,0.56628918
exponential,0.70000000,0.30000000,2.00000000,29,0.55811043
exponential,0.70000000,0.30000000,2.00000000,30,0.54959095
exponential,0.70000000,0.30000000,2.00000000,31,0.54071653
exponential,0.70000000,0.30000000,2.00000000,32,0.53147240
exponential,0.70000000,0.30000000,2.00000000,33,0.52184316
exponential,0.70000000,0.30000000,2.00000000,34,0.51181275
exponential,0.70000000,0.30000000,2.00000000,35,0.50136447
exponential,0.70000000,0.30000000,2.00000000,36,0.49048090
exponential,0.70000000,0.30000000,2.00000000,37,0.47914392
exponential,0.70000000,0.30000000,2.00000000,38,0.46733463
exponential,0.70000000,0.30000000,2.00000000,39,0.45503336
exponential,0.70000000,0.30000000,2.00000000,40,0.44221960
exponential,0.70000000,0.30000000,2.00000000,41,0.42887201
exponential,0.70000000,0.30000000,2.00000000,42,0.41496836
exponential,0.70000000,0.30000000,2.00000000,43,0.40048546
exponential,0.70000000,0.30000000,2.00000000,44,0.38539920
exponential,0.70000000,0.30000000,2.00000000,45,0.36968444
exponential,0.70000000,0.30000000,2.00000000,46,0.35331498
exponential,0.70000000,0.30000000,2.00000000,47,0.33626356
exponential,0.70000000,0.30000000,2.00000000,48,0.31850177
exponential,0.70000000,0.30000000,2.00000000,49,0.30000000
exponential,0.70000000,0.30000000,4.00000000,0,0.70000000
exponential,0.70000000,0.30000000,4.00000000,1,0.69936522
exponential,0.70000000,0.30000000,4.00000000,2,0.69867645
exponential,0.70000000,0.30000000,4.00000000,3,0.69792910
exponential,0.70000000,0.30000000,4.00000000,4,0.69711818
exponential,0.70000000,0.30000000,4.00000000,5,0.69623828
exponential,0.70000000,0.30000000,4.00000000,6,0.69528355
exponential,0.70000000,0.30000000,4.00000000,7,0.69424760
exponential,0.70000000,0.30000000,4.00000000,8,0.69312354
exponential,0.70000000,0.30000000,4.00000000,9,0.69190387
exponential,0.70000000,0.30000000,4.00000000,10,0.69058046
exponential,0.70000000,0.30000000,4.00000000,11,0.68914449
exponential,0.70000000,0.30000000,4.00000000,12,0.68758637
exponential,0.70000000,0.30000000,4.00000000,13,0.68589573
exponential,0.70000000,0.30000000,4.00000000,14,0.68406128
exponential,0.70000000,0.30000000,4.00000000,15,0.68207080
exponential,0.70000000,0.30000000,4.00000000,16,0.67991102
exponential,0.70000000,0.30000000,4.00000000,17,0.67756753
exponential,0.70000000,0.30000000,4.00000000,18,0.67502471
exponential,0.70000000,0.30000000,4.00000000,19,0.67226561
exponential,0.70000000,0.30000000,4.00000000,20,0.66927182
exponential,0.70000000,0.30000000,4.00000000,21,0.66602340
exponential,0.70000000,0.30000000,4.00000000,22,0.66249867
exponential,0.70000000,0.30000000,4.00000000,23,0.65867413
exponential,0.70000000,0.30000000,4.00000000,24,0.65452430
exponential,0.70000000,0.30000000,4.00000000,25,0.65002149
exponential,0.70000000,0.30000000,4.00000000,26,0.64513568
exponential,0.70000000,0.30000000,4.00000000,27,0.63983430
exponential,0.70000000,0.30000000,4.00000000,28,0.63408200
exponential,0.70000000,0.30000000,4.00000000,29,0.62784043
exponential,0.70000000,0.30000000,4.00000000,30,0.62106796
exponential,0.70000000,0.30000000,4.00000000,31,0.61371945
exponential,0.70000000,0.30000000,4.00000000,32,0.60574590
exponential,0.70000000,0.30000000,4.00000000,33,0.59709414
exponential,0.70000000,0.30000000,4.00000000,34,0.58770648
exponential,0.70000000,0.30000000,4.00000000,35,0.57752034
exponential,0.70000000,0.30000000,4.00000000,36,0.56646779
exponential,0.70000000,0.30000000,4.00000000,37,0.55447515
exponential,0.70000000,0.30000000,4.00000000,38,0.54146244
exponential,0.70000000,0.30000000,4.00000000,39,0.52734291
exponential,0.70000000,0.30000000,4.00000000,40,0.51202242
exponential,0.70000000,0.30000000,4.00000000,41,0.49539881
exponential,0.70000000,0.30000000,4.00000000,42,0.47736124
exponential,0.70000000,0.30000000,4.00000000,43,0.45778944
exponential,0.70000000,0.30000000,4.00000000,44,0.43655293
exponential,0.70000000,0.30000000,4.00000000,45,0.41351009
exponential,0.70000000,0.30000000,4.00000000,46,0.38850730
exponential,0.70000000,0.30000000,4.00000000,47,0.36137785
exponential,0.70000000,0.30000000,4.00000000,48,0.33194084
exponential,0.70000000,0.30000000,4.00000000,49,0.30000000
logarithmic,0.70000000,0.30000000,-9.00000000,0,0.70000000
logarithmic,0.70000000,0.30000000,-9.00000000,1,0.69677960
logarithmic,0.70000000,0.30000000,-9.00000000,2,0.69349837
logarithmic,0.70000000,0.30000000,-9.00000000,3,0.69015396
logarithmic,0.70000000,0.30000000,-9.00000000,4,0.68674391
logarithmic,0.70000000,0.30000000,-9.00000000,5,0.68326557
logarithmic,0.70000000,0.30000000,-9.00000000,6,0.67971616
logarithmic,0.70000000,0.30000000,-9.00000000,7,0.67609272
logarithmic,0.70000000,0.30000000,-9.00000000,8,0.67239208
logarithmic,0.70000000,0.30000000,-9.00000000,9,0.66861089
logarithmic,0.70000000,0.30000000,-9.00000000,10,0.66474556
logarithmic,0.70000000,0.30000000,-9.00000000,11,0.66079227
logarithmic,0.70000000,0.30000000,-9.00000000,12,0.65674691
logarithmic,0.70000000,0.30000000,-9.00000000,13,0.65260510
logarithmic,0.70000000,0.30000000,-9.00000000,14,0.64836212
logarithmic,0.70000000,0.30000000,-9.00000000,15,0.64401291
logarithmic,0.70000000,0.30000000,-9.00000000,16,0.63955201
logarithmic,0.70000000,0.30000000,-9.00000000,17,0.63497353
logarithmic,0.70000000,0.30000000,-9.00000000,18,0.63027111
logarithmic,0.70000000,0.30000000,-9.00000000,19,0.62543784
logarithmic,0.70000000,0.30000000,-9.00000000,20,0.62046625
logarithmic,0.70000000,0.30000000,-9.00000000,21,0.61534817
logarithmic,0.70000000,0.30000000,-9.00000000,22,0.61007471
logarithmic,0.70000000,0.30000000,-9.00000000,23,0.60463614
logarithmic,0.70000000,0.30000000,-9.00000000,24,0.59902179
logarithmic,0.70000000,0.30000000,-9.00000000,25,0.59321992
logarithmic,0.70000000,0.30000000,-9.00000000,26,0.58721755
logarithmic,0.70000000,0.30000000,-9.00000000,27,0.58100035
logarithmic,0.70000000,0.30000000,-9.00000000,28,0.57455235
logarithmic,0.70000000,0.30000000,-9.00000000,29,0.56785576
logarithmic,0.70000000,0.30000000,-9.00000000,30,0.56089064
logarithmic,0.70000000,0.30000000,-9.00000000,31,0.55363455
logarithmic,0.70000000,0.30000000,-9.00000000,32,0.54606212
logarithmic,0.70000000,0.30000000,-9.00000000,33,0.53814449
logarithmic,0.70000000,0.30000000,-9.00000000,34,0.52984870
logarithmic,0.70000000,0.30000000,-9.00000000,35,0.52113679
logarithmic,0.70000000,0.30000000,-9.00000000,36,0.51196480
logarithmic,0.70000000,0.30000000,-9.00000000,37,0.50228143
logarithmic,0.70000000,0.30000000,-9.00000000,38,0.49202625
logarithmic,0.70000000,0.30000000,-9.00000000,39,0.48112749
logarithmic,0.70000000,0.30000000,-9.00000000,40,0.46949891
logarithmic,0.70000000,0.30000000,-9.00000000,41,0.45703572
logarithmic,0.70000000,0.30000000,-9.00000000,42,0.44360878
logarithmic,0.70000000,0.30000000,-9.00000000,43,0.42905646
logarithmic,0.70000000,0.30000000,-9.00000000,44,0.41317271
logarithmic,0.70000000,0.30000000,-9.00000000,45,0.39568914
logarithmic,0.70000000,0.30000000,-9.00000000,46,0.37624700
logarithmic,0.70000000,0.30000000,-9.00000000,47,0.35435149
logarithmic,0.70000000,0.30000000,-9.00000000,48,0.32929277
logarithmic,0.70000000,0.30000000,-9.00000000,49,0.30000000
logarithmic,0.70000000,0.30000000,-3.00000000,0,0.70000000
logarithmic,0.70000000,0.30000000,-3.00000000,1,0.69554944
logarithmic,0.70000000,0.30000000,-3.00000000,2,0.69102915
logarithmic,0.70000000,0.30000000,-3.00000000,3,0.68643692
logarithmic,0.70000000,0.30000000,-3.00000000,4,0.68177042
logarithmic,0.70000000,0.30000000,-3.00000000,5,0.67702721
logarithmic,0.70000000,0.30000000,-3.00000000,6,0.67220472
logarithmic,0.70000000,0.30000000,-3.00000000,7,0.66730025
logarithmic,0.70000000,0.30000000,-3.00000000,8,0.66231098
logarithmic,0.70000000,0.30000000,-3.00000000,9,0.65723392
logarithmic,0.70000000,0.30000000,-3.00000000,10,0.65206592
logarithmic,0.70000000,0.30000000,-3.00000000,11,0.64680366
logarithmic,0.70000000,0.30000000,-3.00000000,12,0.64144365
logarithmic,0.70000000,0.30000000,-3.00000000,13,0.63598218
logarithmic,0.70000000,0.30000000,-3.00000000,14,0.63041534
logarithmic,0.70000000,0.30000000,-3.00000000,15,0.62473898
logarithmic,0.70000000,0.30000000,-3.00000000,16,0.61894870
logarithmic,0.70000000,0.30000000,-3.00000000,17,0.61303985
logarithmic,0.70000000,0.30000000,-3.00000000,18,0.60700746
logarithmic,0.70000000,0.30000000,-3.00000000,19,0.60084625
logarithmic,0.70000000,0.30000000,-3.00000000,20,0.59455060
logarithmic,0.70000000,0.30000000,-3.00000000,21,0.58811452
logarithmic,0.70000000,0.30000000,-3.00000000,22,0.58153159
logarithmic,0.70000000,0.30000000,-3.00000000,23,0.57479497
logarithmic,0.70000000,0.30000000,-3.00000000,24,0.56789729
logarithmic,0.70000000,0.30000000,-3.00000000,25,0.56083068
logarithmic,0.70000000,0.30000000,-3.00000000,26,0.55358664
logarithmic,0.70000000,0.30000000,-3.00000000,27,0.54615604
logarithmic,0.70000000,0.30000000,-3.00000000,28,0.53852902
logarithmic,0.70000000,0.30000000,-3.00000000,29,0.53069490
logarithmic,0.70000000,0.30000000,-3.00000000,30,0.52264212
logarithmic,0.70000000,0.30000000,-3.00000000,31,0.51435814
logarithmic,0.70000000,0.30000000,-3.00000000,32,0.50582927
logarithmic,0.70000000,0.30000000,-3.00000000,33,0.49704060
logarithmic,0.70000000,0.30000000,-3.00000000,34,0.48797580
logarithmic,0.70000000,0.30000000,-3.00000000,35,0.47861696
logarithmic,0.70000000,0.30000000,-3.00000000,36,0.46894435
logarithmic,0.70000000,0.30000000,-3.00000000,37,0.45893622
logarithmic,0.70000000,0.30000000,-3.00000000,38,0.44856843
logarithmic,0.70000000,0.30000000,-3.00000000,39,0.43781418
logarithmic,0.70000000,0.30000000,-3.00000000,40,0.42664353
logarithmic,0.70000000,0.30000000,-3.00000000,41,0.41502294
logarithmic,0.70000000,0.30000000,-3.00000000,42,0.40291463
logarithmic,0.70000000,0.30000000,-3.00000000,43,0.39027587
logarithmic,0.70000000,0.30000000,-3.00000000,44,0.37705803
logarithmic,0.70000000,0.30000000,-3.00000000,45,0.36320550
logarithmic,0.70000000,0.30000000,-3.00000000,46,0.34865423
logarithmic,0.70000000,0.30000000,-3.00000000,47,0.33332997
logarithmic,0.70000000,0.30000000,-3.00000000,48,0.31714597
logarithmic,0.70000000,0.30000000,-3.00000000,49,0.30000000
logarithmic,0.70000000,0.30000000,-1.00000000,0,0.70000000
logarithmic,0.70000000,0.30000000,-1.00000000,1,0.69408120
logarithmic,0.70000000,0.30000000,-1.00000000,2,0.68810106
logarithmic,0.70000000,0.30000000,-1.00000000,3,0.68205831
logarithmic,0.70000000,0.30000000,-1.00000000,4,0.67595160
logarithmic,0.70000000,0.30000000,-1.00000000,5,0.66977959
logarithmic,0.70000000,0.30000000,-1.00000000,6,0.66354084
logarithmic,0.70000000,0.30000000,-1.00000000,7,0.65723392
logarithmic,0.70000000,0.30000000,-1.00000000,8,0.65085730
logarithmic,0.70000000,0.30000000,-1.00000000,9,0.64440943
logarithmic,0.70000000,0.30000000,-1.00000000,10,0.63788871
logarithmic,0.70000000,0.30000000,-1.00000000,11,0.63129346
logarithmic,0.70000000,0.30000000,-1.00000000,12,0.62462196
logarithmic,0.70000000,0.30000000,-1.00000000,13,0.61787244
logarithmic,0.70000000,0.30000000,-1.00000000,14,0.61104303
logarithmic,0.70000000,0.30000000,-1.00000000,15,0.60413183
logarithmic,0.70000000,0.30000000,-1.00000000,16,0.59713686
logarithmic,0.70000000,0.30000000,-1.00000000,17,0.59005606
logarithmic,0.70000000,0.30000000,-1.00000000,18,0.58288730
logarithmic,0.70000000,0.30000000,-1.00000000,19,0.57562836
logarithmic,0.70000000,0.30000000,-1.00000000,20,0.56827695
logarithmic,0.70000000,0.30000000,-1.00000000,21,0.56083068
logarithmic,0.70000000,0.30000000,-1.00000000,22,0.55328707
logarithmic,0.70000000,0.30000000,-1.00000000,23,0.54564354
logarithmic,0.70000000,0.30000000,-1.00000000,24,0.53789741
logarithmic,0.70000000,0.30000000,-1.00000000,25,0.53004589
logarithmic,0.70000000,0.30000000,-1.00000000,26,0.52208606
logarithmic,0.70000000,0.30000000,-1.00000000,27,0.51401491
logarithmic,0.70000000,0.30000000,-1.00000000,28,0.50582927
logarithmic,0.70000000,0.30000000,-1.00000000,29,0.49752585
logarithmic,0.70000000,0.30000000,-1.00000000,30,0.48910120
logarithmic,0.70000000,0.30000000,-1.00000000,31,0.48055174
logarithmic,0.70000000,0.30000000,-1.00000000,32,0.47187371
logarithmic,0.70000000,0.30000000,-1.00000000,33,0.46306319
logarithmic,0.70000000,0.30000000,-1.00000000,34,0.45411606
logarithmic,0.70000000,0.30000000,-1.00000000,35,0.44502803
logarithmic,0.70000000,0.30000000,-1.00000000,36,0.43579459
logarithmic,0.70000000,0.30000000,-1.00000000,37,0.42641100
logarithmic,0.70000000,0.30000000,-1.00000000,38,0.41687230
logarithmic,0.70000000,0.30000000,-1.00000000,39,0.40717328
logarithmic,0.70000000,0.30000000,-1.00000000,40,0.39730846
logarithmic,0.70000000,0.30000000,-1.00000000,41,0.38727207
logarithmic,0.70000000,0.30000000,-1.00000000,42,0.37705803
logarithmic,0.70000000,0.30000000,-1.00000000,43,0.36665995
logarithmic,0.70000000,0.30000000,-1.00000000,44,0.35607106
logarithmic,0.70000000,0.30000000,-1.00000000,45,0.34528424
logarithmic,0.70000000,0.30000000,-1.00000000,46,0.33429195
logarithmic,0.70000000,0.30000000,-1.00000000,47,0.32308620
logarithmic,0.70000000,0.30000000,-1.00000000,48,0.31165854
logarithmic,0.70000000,0.30000000,-1.00000000,49,0.30000000
logarithmic,0.70000000,0.30000000,1.00000000,0,0.70000000
logarithmic,0.70000000,0.30000000,1.00000000,1,0.68834146
logarithmic,0.70000000,0.30000000,1.00000000,2,0.67691380
logarithmic,0.70000000,0.30000000,1.00000000,3,0.66570805
logarithmic,0.70000000,0.30000000,1.00000000,4,0.65471576
logarithmic,0.70000000,0.30000000,1.00000000,5,0.64392894
logarithmic,0.70000000,0.30000000,1.00000000,6,0.63334005
logarithmic,0.70000000,0.30000000,1.00000000,7,0.62294197
logarithmic,0.70000000,0.30000000,1.00000000,8,0.61272793
logarithmic,0.70000000,0.30000000,1.00000000,9,0.60269154
logarithmic,0.70000000,0.30000000,1.00000000,10,0.59282672
logarithmic,0.70000000,0.30000000,1.00000000,11,0.58312770
logarithmic,0.70000000,0.30000000,1.00000000,12,0.57358900
logarithmic,0.70000000,0.30000000,1.00000000,13,0.56420541
logarithmic,0.70000000,0.30000000,1.00000000,14,0.55497197
logarithmic,0.70000000,0.30000000,1.00000000,15,0.54588394
logarithmic,0.70000000,0.30000000,1.00000000,16,0.53693681
logarithmic,0.70000000,0.30000000,1.00000000,17,0.52812629
logarithmic,0.70000000,0.30000000,1.00000000,18,0.51944826
logarithmic,0.70000000,0.30000000,1.00000000,19,0.51089880
logarithmic,0.70000000,0.30000000,1.00000000,20,0.50247415
logarithmic,0.70000000,0.30000000,1.00000000,21,0.49417073
logarithmic,0.70000000,0.30000000,1.00000000,22,0.48598509
logarithmic,0.70000000,0.30000000,1.00000000,23,0.47791394
logarithmic,0.70000000,0.30000000,1.00000000,24,0.46995411
logarithmic,0.70000000,0.30000000,1.00000000,25,0.46210259
logarithmic,0.70000000,0.30000000,1.00000000,26,0.45435646
logarithmic,0.70000000,0.30000000,1.00000000,27,0.44671293
logarithmic,0.70000000,0.30000000,1.00000000,28,0.43916932
logarithmic,0.70000000,0.30000000,1.00000000,29,0.43172305
logarithmic,0.70000000,0.30000000,1.00000000,30,0.42437164
logarithmic,0.70000000,0.30000000,1.00000000,31,0.41711270
logarithmic,0.70000000,0.30000000,1.00000000,32,0.40994394
logarithmic,0.70000000,0.30000000,1.00000000,33,0.40286314
logarithmic,0.70000000,0.30000000,1.00000000,34,0.39586817
logarithmic,0.70000000,0.30000000,1.00000000,35,0.38895697
logarithmic,0.70000000,0.30000000,1.00000000,36,0.38212756
logarithmic,0.70000000,0.30000000,1.00000000,37,0.37537804
logarithmic,0.70000000,0.30000000,1.00000000,38,0.36870654
logarithmic,0.70000000,0.30000000,1.00000000,39,0.36211129
logarithmic,0.70000000,0.30000000,1.00000000,40,0.35559057
logarithmic,0.70000000,0.30000000,1.00000000,41,0.34914270
logarithmic,0.70000000,0.30000000,1.00000000,42,0.34276608
logarithmic,0.70000000,0.30000000,1.00000000,43,0.33645916
logarithmic,0.70000000,0.30000000,1.00000000,44,0.33022041
logarithmic,0.70000000,0.30000000,1.00000000,45,0.32404840
logarithmic,0.70000000,0.30000000,1.00000000,46,0.31794169
logarithmic,0.70000000,0.30000000,1.00000000,47,0.31189894
logarithmic,0.70000000,0.30000000,1.00000000,48,0.30591880
logarithmic,0.70000000,0.30000000,1.00000000,49,0.30000000
logarithmic,0.70000000,0.30000000,3.00000000,0,0.70000000
logarithmic,0.70000000,0.30000000,3.00000000,1,0.68285403
logarithmic,0.70000000,0.30000000,3.00000000,2,0.66667003
logarithmic,0.70000000,0.30000000,3.00000000,3,0.65134577
logarithmic,0.70000000,0.30000000,3.00000000,4,0.63679450
logarithmic,0.70000000,0.30000000,3.00000000,5,0.62294197
logarithmic,0.70000000,0.30000000,3.00000000,6,0.60972413
logarithmic,0.70000000,0.30000000,3.00000000,7,0.59708537
logarithmic,0.70000000,0.30000000,3.00000000,8,0.58497706
logarithmic,0.70000000,0.30000000,3.00000000,9,0.57335647
logarithmic,0.70000000,0.30000000,3.00000000,10,0.56218582
logarithmic,0.70000000,0.30000000,3.00000000,11,0.55143157
logarithmic,0.70000000,0.30000000,3.00000000,12,0.54106378
logarithmic,0.70000000,0.30000000,3.00000000,13,0.53105565
logarithmic,0.70000000,0.30000000,3.00000000,14,0.52138304
logarithmic,0.70000000,0.30000000,3.00000000,15,0.51202420
logarithmic,0.70000000,0.30000000,3.00000000,16,0.50295940
