schedule,start_evaporation,end_evaporation,curve,iteration,evaporation
exponential,0.80000000,0.20000000,4.00000000,47,0.29206677
exponential,0.80000000,0.20000000,4.00000000,48,0.24791126
exponential,0.80000000,0.20000000,4.00000000,49,0.20000000
logarithmic,0.80000000,0.20000000,-9.00000000,0,0.80000000
logarithmic,0.80000000,0.20000000,-9.00000000,1,0.79516940
logarithmic,0.80000000,0.20000000,-9.00000000,2,0.79024755
logarithmic,0.80000000,0.20000000,-9.00000000,3,0.78523095
logarithmic,0.80000000,0.20000000,-9.00000000,4,0.78011586
logarithmic,0.80000000,0.20000000,-9.00000000,5,0.77489836
logarithmic,0.80000000,0.20000000,-9.00000000,6,0.76957425
logarithmic,0.80000000,0.20000000,-9.00000000,7,0.76413908
logarithmic,0.80000000,0.20000000,-9.00000000,8,0.75858812
logarithmic,0.80000000,0.20000000,-9.00000000,9,0.75291634
logarithmic,0.80000000,0.20000000,-9.00000000,10,0.74711835
logarithmic,0.80000000,0.20000000,-9.00000000,11,0.74118841
logarithmic,0.80000000,0.20000000,-9.00000000,12,0.73512037
logarithmic,0.80000000,0.20000000,-9.00000000,13,0.72890765
logarithmic,0.80000000,0.20000000,-9.00000000,14,0.72254318
logarithmic,0.80000000,0.20000000,-9.00000000,15,0.71601936
logarithmic,0.80000000,0.20000000,-9.00000000,16,0.70932801
logarithmic,0.80000000,0.20000000,-9.00000000,17,0.70246029
logarithmic,0.80000000,0.20000000,-9.00000000,18,0.69540666
logarithmic,0.80000000,0.20000000,-9.00000000,19,0.68815676
logarithmic,0.80000000,0.20000000,-9.00000000,20,0.68069937
logarithmic,0.80000000,0.20000000,-9.00000000,21,0.67302225
logarithmic,0.80000000,0.20000000,-9.00000000,22,0.66511206
logarithmic,0.80000000,0.20000000,-9.00000000,23,0.65695421
logarithmic,0.80000000,0.20000000,-9.00000000,24,0.64853269
logarithmic,0.80000000,0.20000000,-9.00000000,25,0.63982988
logarithmic,0.80000000,0.20000000,-9.00000000,26,0.63082633
logarithmic,0.80000000,0.20000000,-9.00000000,27,0.62150052
logarithmic,0.80000000,0.20000000,-9.00000000,28,0.61182853
logarithmic,0.80000000,0.20000000,-9.00000000,29,0.60178364
logarithmic,0.80000000,0.20000000,-9.00000000,30,0.59133596
logarithmic,0.80000000,0.20000000,-9.00000000,31,0.58045183
logarithmic,0.80000000,0.20000000,-9.00000000,32,0.56909317
logarithmic,0.80000000,0.20000000,-9.00000000,33,0.55721674
logarithmic,0.80000000,0.20000000,-9.00000000,34,0.54477305
logarithmic,0.80000000,0.20000000,-9.00000000,35,0.53170518
logarithmic,0.80000000,0.20000000,-9.00000000,36,0.51794720
logarithmic,0.80000000,0.20000000,-9.00000000,37,0.50342214
logarithmic,0.80000000,0.20000000,-9.00000000,38,0.48803938
logarithmic,0.80000000,0.20000000,-9.00000000,39,0.47169123
logarithmic,0.80000000,0.20000000,-9.00000000,40,0.45424836
logarithmic,0.80000000,0.20000000,-9.00000000,41,0.43555357
logarithmic,0.80000000,0.20000000,-9.00000000,42,0.41541317
logarithmic,0.80000000,0.20000000,-9.00000000,43,0.39358469
logarithmic,0.80000000,0.20000000,-9.00000000,44,0.36975906
logarithmic,0.80000000,0.20000000,-9.00000000,45,0.34353371
logarithmic,0.80000000,0.20000000,-9.00000000,46,0.31437051
logarithmic,0.80000000,0.20000000,-9.00000000,47,0.28152723
logarithmic,0.80000000,0.20000000,-9.00000000,48,0.24393915
logarithmic,0.80000000,0.20000000,-9.00000000,49,0.20000000
logarithmic,0.80000000,0.20000000,-3.00000000,0,0.80000000
logarithmic,0.80000000,0.20000000,-3.00000000,1,0.79332416
logarithmic,0.80000000,0.20000000,-3.00000000,2,0.78654373
logarithmic,0.80000000,0.20000000,-3.00000000,3,0.77965538
logarithmic,0.80000000,0.20000000,-3.00000000,4,0.77265563
logarithmic,0.80000000,0.20000000,-3.00000000,5,0.76554081
logarithmic,0.80000000,0.20000000,-3.00000000,6,0.75830708
logarithmic,0.80000000,0.20000000,-3.00000000,7,0.75095038
logarithmic,0.80000000,0.20000000,-3.00000000,8,0.74346647
logarithmic,0.80000000,0.20000000,-3.00000000,9,0.73585088
logarithmic,0.80000000,0.20000000,-3.00000000,10,0.72809888
logarithmic,0.80000000,0.20000000,-3.00000000,11,0.72020549
logarithmic,0.80000000,0.20000000,-3.00000000,12,0.71216548
logarithmic,0.80000000,0.20000000,-3.00000000,13,0.70397327
logarithmic,0.80000000,0.20000000,-3.00000000,14,0.69562301
logarithmic,0.80000000,0.20000000,-3.00000000,15,0.68710847
logarithmic,0.80000000,0.20000000,-3.00000000,16,0.67842306
logarithmic,0.80000000,0.20000000,-3.00000000,17,0.66955977
logarithmic,0.80000000,0.20000000,-3.00000000,18,0.66051118
logarithmic,0.80000000,0.20000000,-3.00000000,19,0.65126937
logarithmic,0.80000000,0.20000000,-3.00000000,20,0.64182590
logarithmic,0.80000000,0.20000000,-3.00000000,21,0.63217178
logarithmic,0.80000000,0.20000000,-3.00000000,22,0.62229739
logarithmic,0.80000000,0.20000000,-3.00000000,23,0.61219245
logarithmic,0.80000000,0.20000000,-3.00000000,24,0.60184594
logarithmic,0.80000000,0.20000000,-3.00000000,25,0.59124602
logarithmic,0.80000000,0.20000000,-3.00000000,26,0.58037996
logarithmic,0.80000000,0.20000000,-3.00000000,27,0.56923406
logarithmic,0.80000000,0.20000000,-3.00000000,28,0.55779352
logarithmic,0.80000000,0.20000000,-3.00000000,29,0.54604234
logarithmic,0.80000000,0.20000000,-3.00000000,30,0.53396318
logarithmic,0.80000000,0.20000000,-3.00000000,31,0.52153720
logarithmic,0.80000000,0.20000000,-3.00000000,32,0.50874390
logarithmic,0.80000000,0.20000000,-3.00000000,33,0.49556090
logarithmic,0.80000000,0.20000000,-3.00000000,34,0.48196370
logarithmic,0.80000000,0.20000000,-3.00000000,35,0.46792544
logarithmic,0.80000000,0.20000000,-3.00000000,36,0.45341653
logarithmic,0.80000000,0.20000000,-3.00000000,37,0.43840433
logarithmic,0.80000000,0.20000000,-3.00000000,38,0.42285265
logarithmic,0.80000000,0.20000000,-3.00000000,39,0.40672127
logarithmic,0.80000000,0.20000000,-3.00000000,40,0.38996530
logarithmic,0.80000000,0.20000000,-3.00000000,41,0.37253441
logarithmic,0.80000000,0.20000000,-3.00000000,42,0.35437195
logarithmic,0.80000000,0.20000000,-3.00000000,43,0.33541380
logarithmic,0.80000000,0.20000000,-3.00000000,44,0.31558705
logarithmic,0.80000000,0.20000000,-3.00000000,45,0.29480825
logarithmic,0.80000000,0.20000000,-3.00000000,46,0.27298135
logarithmic,0.80000000,0.20000000,-3.00000000,47,0.24999496
logarithmic,0.80000000,0.20000000,-3.00000000,48,0.22571896
logarithmic,0.80000000,0.20000000,-3.00000000,49,0.20000000
logarithmic,0.80000000,0.20000000,-1.00000000,0,0.80000000
logarithmic,0.80000000,0.20000000,-1.00000000,1,0.79112180
logarithmic,0.80000000,0.20000000,-1.00000000,2,0.78215159
logarithmic,0.80000000,0.20000000,-1.00000000,3,0.77308746
logarithmic,0.80000000,0.20000000,-1.00000000,4,0.76392740
logarithmic,0.80000000,0.20000000,-1.00000000,5,0.75466938
logarithmic,0.80000000,0.20000000,-1.00000000,6,0.74531127
logarithmic,0.80000000,0.20000000,-1.00000000,7,0.73585088
logarithmic,0.80000000,0.20000000,-1.00000000,8,0.72628595
logarithmic,0.80000000,0.20000000,-1.00000000,9,0.71661415
logarithmic,0.80000000,0.20000000,-1.00000000,10,0.70683306
logarithmic,0.80000000,0.20000000,-1.00000000,11,0.69694019
logarithmic,0.80000000,0.20000000,-1.00000000,12,0.68693295
logarithmic,0.80000000,0.20000000,-1.00000000,13,0.67680866
logarithmic,0.80000000,0.20000000,-1.00000000,14,0.66656455
logarithmic,0.80000000,0.20000000,-1.00000000,15,0.65619775
logarithmic,0.80000000,0.20000000,-1.00000000,16,0.64570530
logarithmic,0.80000000,0.20000000,-1.00000000,17,0.63508410
logarithmic,0.80000000,0.20000000,-1.00000000,18,0.62433095
logarithmic,0.80000000,0.20000000,-1.00000000,19,0.61344254
logarithmic,0.80000000,0.20000000,-1.00000000,20,0.60241542
logarithmic,0.80000000,0.20000000,-1.00000000,21,0.59124602
logarithmic,0.80000000,0.20000000,-1.00000000,22,0.57993060
logarithmic,0.80000000,0.20000000,-1.00000000,23,0.56846531
logarithmic,0.80000000,0.20000000,-1.00000000,24,0.55684611
logarithmic,0.80000000,0.20000000,-1.00000000,25,0.54506883
logarithmic,0.80000000,0.20000000,-1.00000000,26,0.53312909
logarithmic,0.80000000,0.20000000,-1.00000000,27,0.52102237
logarithmic,0.80000000,0.20000000,-1.00000000,28,0.50874390
logarithmic,0.80000000,0.20000000,-1.00000000,29,0.49628877
logarithmic,0.80000000,0.20000000,-1.00000000,30,0.48365180
logarithmic,0.80000000,0.20000000,-1.00000000,31,0.47082761
logarithmic,0.80000000,0.20000000,-1.00000000,32,0.45781057
logarithmic,0.80000000,0.20000000,-1.00000000,33,0.44459478
logarithmic,0.80000000,0.20000000,-1.00000000,34,0.43117409
logarithmic,0.80000000,0.20000000,-1.00000000,35,0.41754205
logarithmic,0.80000000,0.20000000,-1.00000000,36,0.40369188
logarithmic,0.80000000,0.20000000,-1.00000000,37,0.38961650
logarithmic,0.80000000,0.20000000,-1.00000000,38,0.37530845
logarithmic,0.80000000,0.20000000,-1.00000000,39,0.36075992
logarithmic,0.80000000,0.20000000,-1.00000000,40,0.34596269
logarithmic,0.80000000,0.20000000,-1.00000000,41,0.33090810
logarithmic,0.80000000,0.20000000,-1.00000000,42,0.31558705
logarithmic,0.80000000,0.20000000,-1.00000000,43,0.29998992
logarithmic,0.80000000,0.20000000,-1.00000000,44,0.28410659
logarithmic,0.80000000,0.20000000,-1.00000000,45,0.26792637
logarithmic,0.80000000,0.20000000,-1.00000000,46,0.25143792
logarithmic,0.80000000,0.20000000,-1.00000000,47,0.23462930
logarithmic,0.80000000,0.20000000,-1.00000000,48,0.21748781
logarithmic,0.80000000,0.20000000,-1.00000000,49,0.20000000
logarithmic,0.80000000,0.20000000,1.00000000,0,0.80000000
logarithmic,0.80000000,0.20000000,1.00000000,1,0.78251219
logarithmic,0.80000000,0.20000000,1.00000000,2,0.76537070
logarithmic,0.80000000,0.20000000,1.00000000,3,0.74856208
logarithmic,0.80000000,0.20000000,1.00000000,4,0.73207363
logarithmic,0.80000000,0.20000000,1.00000000,5,0.71589341
logarithmic,0.80000000,0.20000000,1.00000000,6,0.70001008
logarithmic,0.80000000,0.20000000,1.00000000,7,0.68441295
logarithmic,0.80000000,0.20000000,1.00000000,8,0.66909190
logarithmic,0.80000000,0.20000000,1.00000000,9,0.65403731
logarithmic,0.80000000,0.20000000,1.00000000,10,0.63924008
logarithmic,0.80000000,0.20000000,1.00000000,11,0.62469155
logarithmic,0.80000000,0.20000000,1.00000000,12,0.61038350
logarithmic,0.80000000,0.20000000,1.00000000,13,0.59630812
logarithmic,0.80000000,0.20000000,1.00000000,14,0.58245795
logarithmic,0.80000000,0.20000000,1.00000000,15,0.56882591
logarithmic,0.80000000,0.20000000,1.00000000,16,0.55540522
logarithmic,0.80000000,0.20000000,1.00000000,17,0.54218943
logarithmic,0.80000000,0.20000000,1.00000000,18,0.52917239
logarithmic,0.80000000,0.20000000,1.00000000,19,0.51634820
logarithmic,0.80000000,0.20000000,1.00000000,20,0.50371123
logarithmic,0.80000000,0.20000000,1.00000000,21,0.49125610
logarithmic,0.80000000,0.20000000,1.00000000,22,0.47897763
logarithmic,0.80000000,0.20000000,1.00000000,23,0.46687091
logarithmic,0.80000000,0.20000000,1.00000000,24,0.45493117
logarithmic,0.80000000,0.20000000,1.00000000,25,0.44315389
logarithmic,0.80000000,0.20000000,1.00000000,26,0.43153469
logarithmic,0.80000000,0.20000000,1.00000000,27,0.42006940
logarithmic,0.80000000,0.20000000,1.00000000,28,0.40875398
logarithmic,0.80000000,0.20000000,1.00000000,29,0.39758458
logarithmic,0.80000000,0.20000000,1.00000000,30,0.38655746
logarithmic,0.80000000,0.20000000,1.00000000,31,0.37566905
logarithmic,0.80000000,0.20000000,1.00000000,32,0.36491590
logarithmic,0.80000000,0.20000000,1.00000000,33,0.35429470
logarithmic,0.80000000,0.20000000,1.00000000,34,0.34380225
logarithmic,0.80000000,0.20000000,1.00000000,35,0.33343545
logarithmic,0.80000000,0.20000000,1.00000000,36,0.32319134
logarithmic,0.80000000,0.20000000,1.00000000,37,0.31306705
logarithmic,0.80000000,0.20000000,1.00000000,38,0.30305981
logarithmic,0.80000000,0.20000000,1.00000000,39,0.29316694
logarithmic,0.80000000,0.20000000,1.00000000,40,0.28338585
logarithmic,0.80000000,0.20000000,1.00000000,41,0.27371405
logarithmic,0.80000000,0.20000000,1.00000000,42,0.26414912
logarithmic,0.80000000,0.20000000,1.00000000,43,0.25468873
logarithmic,0.80000000,0.20000000,1.00000000,44,0.24533062
logarithmic,0.80000000,0.20000000,1.00000000,45,0.23607260
logarithmic,0.80000000,0.20000000,1.00000000,46,0.22691254
logarithmic,0.80000000,0.20000000,1.00000000,47,0.21784841
logarithmic,0.80000000,0.20000000,1.00000000,48,0.20887820
logarithmic,0.80000000,0.20000000,1.00000000,49,0.20000000
logarithmic,0.80000000,0.20000000,3.00000000,0,0.80000000
logarithmic,0.80000000,0.20000000,3.00000000,1,0.77428104
logarithmic,0.80000000,0.20000000,3.00000000,2,0.75000504
logarithmic,0.80000000,0.20000000,3.00000000,3,0.72701865
logarithmic,0.80000000,0.20000000,3.00000000,4,0.70519175
logarithmic,0.80000000,0.20000000,3.00000000,5,0.68441295
logarithmic,0.80000000,0.20000000,3.00000000,6,0.66458620
logarithmic,0.80000000,0.20000000,3.00000000,7,0.64562805
logarithmic,0.80000000,0.20000000,3.00000000,8,0.62746559
logarithmic,0.80000000,0.20000000,3.00000000,9,0.61003470
logarithmic,0.80000000,0.20000000,3.00000000,10,0.59327873
logarithmic,0.80000000,0.20000000,3.00000000,11,0.57714735
logarithmic,0.80000000,0.20000000,3.00000000,12,0.56159567
logarithmic,0.80000000,0.20000000,3.00000000,13,0.54658347
logarithmic,0.80000000,0.20000000,3.00000000,14,0.53207456
logarithmic,0.80000000,0.20000000,3.00000000,15,0.51803630
logarithmic,0.80000000,0.20000000,3.00000000,16,0.50443910
logarithmic,0.80000000,0.20000000,3.00000000,17,0.49125610
logarithmic,0.80000000,0.20000000,3.00000000,18,0.47846280
logarithmic,0.80000000,0.20000000,3.00000000,19,0.46603682
logarithmic,0.80000000,0.20000000,3.00000000,20,0.45395766
logarithmic,0.80000000,0.20000000,3.00000000,21,0.44220648
logarithmic,0.80000000,0.20000000,3.00000000,22,0.43076594
logarithmic,0.80000000,0.20000000,3.00000000,23,0.41962004
logarithmic,0.80000000,0.20000000,3.00000000,24,0.40875398
logarithmic,0.80000000,0.20000000,3.00000000,25,0.39815406
logarithmic,0.80000000,0.20000000,3.00000000,26,0.38780755
logarithmic,0.80000000,0.20000000,3.00000000,27,0.37770261
logarithmic,0.80000000,0.20000000,3.00000000,28,0.36782822
logarithmic,0.80000000,0.20000000,3.00000000,29,0.35817410
logarithmic,0.80000000,0.20000000,3.00000000,30,0.34873063
logarithmic,0.80000000,0.20000000,3.00000000,31,0.33948882
logarithmic,0.80000000,0.20000000,3.00000000,32,0.33044023
logarithmic,0.80000000,0.20000000,3.00000000,33,0.32157694
logarithmic,0.80000000,0.20000000,3.00000000,34,0.31289153
logarithmic,0.80000000,0.20000000,3.00000000,35,0.30437699
logarithmic,0.80000000,0.20000000,3.00000000,36,0.29602673
logarithmic,0.80000000,0.20000000,3.00000000,37,0.28783452
logarithmic,0.80000000,0.20000000,3.00000000,38,0.27979451
logarithmic,0.80000000,0.20000000,3.00000000,39,0.27190112
logarithmic,0.80000000,0.20000000,3.00000000,40,0.26414912
logarithmic,0.80000000,0.20000000,3.00000000,41,0.25653353
logarithmic,0.80000000,0.20000000,3.00000000,42,0.24904962
logarithmic,0.80000000,0.20000000,3.00000000,43,0.24169292
logarithmic,0.80000000,0.20000000,3.00000000,44,0.23445919
logarithmic,0.80000000,0.20000000,3.00000000,45,0.22734437
logarithmic,0.80000000,0.20000000,3.00000000,46,0.22034462
logarithmic,0.80000000,0.20000000,3.00000000,47,0.21345627
logarithmic,0.80000000,0.20000000,3.00000000,48,0.20667584
logarithmic,0.80000000,0.20000000,3.00000000,49,0.20000000
logarithmic,0.80000000,0.20000000,9.00000000,0,0.80000000
logarithmic,0.80000000,0.20000000,9.00000000,1,0.75606085
logarithmic,0.80000000,0.20000000,9.00000000,2,0.71847277
logarithmic,0.80000000,0.20000000,9.00000000,3,0.68562949
logarithmic,0.80000000,0.20000000,9.00000000,4,0.65646629
logarithmic,0.80000000,0.20000000,9.00000000,5,0.63024094
logarithmic,0.80000000,0.20000000,9.00000000,6,0.60641531
logarithmic,0.80000000,0.20000000,9.00000000,7,0.58458683
logarithmic,0.80000000,0.20000000,9.00000000,8,0.56444643
logarithmic,0.80000000,0.20000000,9.00000000,9,0.54575164
logarithmic,0.80000000,0.20000000,9.00000000,10,0.52830877
logarithmic,0.80000000,0.20000000,9.00000000,11,0.51196062
logarithmic,0.80000000,0.20000000,9.00000000,12,0.49657786
logarithmic,0.80000000,0.20000000,9.00000000,13,0.48205280
logarithmic,0.80000000,0.20000000,9.00000000,14,0.46829482
logarithmic,0.80000000,0.20000000,9.00000000,15,0.45522695
logarithmic,0.80000000,0.20000000,9.00000000,16,0.44278326
logarithmic,0.80000000,0.20000000,9.00000000,17,0.43090683
logarithmic,0.80000000,0.20000000,9.00000000,18,0.41954817
logarithmic,0.80000000,0.20000000,9.00000000,19,0.40866404
logarithmic,0.80000000,0.20000000,9.00000000,20,0.39821636
logarithmic,0.80000000,0.20000000,9.00000000,21,0.38817147
logarithmic,0.80000000,0.20000000,9.00000000,22,0.37849948
logarithmic,0.80000000,0.20000000,9.00000000,23,0.36917367
logarithmic,0.80000000,0.20000000,9.00000000,24,0.36017012
logarithmic,0.80000000,0.20000000,9.00000000,25,0.35146731
logarithmic,0.80000000,0.20000000,9.00000000,26,0.34304579
logarithmic,0.80000000,0.20000000,9.00000000,27,0.33488794
logarithmic,0.80000000,0.20000000,9.00000000,28,0.32697775
logarithmic,0.80000000,0.20000000,9.00000000,29,0.31930063
logarithmic,0.80000000,0.20000000,9.00000000,30,0.31184324
logarithmic,0.80000000,0.20000000,9.00000000,31,0.30459334
logarithmic,0.80000000,0.20000000,9.00000000,32,0.29753971
logarithmic,0.80000000,0.20000000,9.00000000,33,0.29067199
logarithmic,0.80000000,0.20000000,9.00000000,34,0.28398064
logarithmic,0.80000000,0.20000000,9.00000000,35,0.27745682
logarithmic,0.80000000,0.20000000,9.00000000,36,0.27109235
logarithmic,0.80000000,0.20000000,9.00000000,37,0.26487963
logarithmic,0.80000000,0.20000000,9.00000000,38,0.25881159
logarithmic,0.80000000,0.20000000,9.00000000,39,0.25288165
logarithmic,0.80000000,0.20000000,9.00000000,40,0.24708366
logarithmic,0.80000000,0.20000000,9.00000000,41,0.24141188
logarithmic,0.80000000,0.20000000,9.00000000,42,0.23586092
logarithmic,0.80000000,0.20000000,9.00000000,43,0.23042575
logarithmic,0.80000000,0.20000000,9.00000000,44,0.22510164
logarithmic,0.80000000,0.20000000,9.00000000,45,0.21988414
logarithmic,0.80000000,0.20000000,9.00000000,46,0.21476905
logarithmic,0.80000000,0.20000000,9.00000000,47,0.20975245
logarithmic,0.80000000,0.20000000,9.00000000,48,0.20483060
logarithmic,0.80000000,0.20000000,9.00000000,49,0.20000000
linear,0.80000000,0.30000000,1.00000000,0,0.80000000
linear,0.80000000,0.30000000,1.00000000,1,0.78979592
linear,0.80000000,0.30000000,1.00000000,2,0.77959184
linear,0.80000000,0.30000000,1.00000000,3,0.76938776
linear,0.80000000,0.30000000,1.00000000,4,0.75918367
linear,0.80000000,0.30000000,1.00000000,5,0.74897959
linear,0.80000000,0.30000000,1.00000000,6,0.73877551
linear,0.80000000,0.30000000,1.00000000,7,0.72857143
linear,0.80000000,0.30000000,1.00000000,8,0.71836735
linear,0.80000000,0.30000000,1.00000000,9,0.70816327
linear,0.80000000,0.30000000,1.00000000,10,0.69795918
linear,0.80000000,0.30000000,1.00000000,11,0.68775510
linear,0.80000000,0.30000000,1.00000000,12,0.67755102
linear,0.80000000,0.30000000,1.00000000,13,0.66734694
linear,0.80000000,0.30000000,1.00000000,14,0.65714286
linear,0.80000000,0.30000000,1.00000000,15,0.64693878
linear,0.80000000,0.30000000,1.00000000,16,0.63673469
linear,0.80000000,0.30000000,1.00000000,17,0.62653061
linear,0.80000000,0.30000000,1.00000000,18,0.61632653
linear,0.80000000,0.30000000,1.00000000,19,0.60612245
linear,0.80000000,0.30000000,1.00000000,20,0.59591837
linear,0.80000000,0.30000000,1.00000000,21,0.58571429
linear,0.80000000,0.30000000,1.00000000,22,0.57551020
linear,0.80000000,0.30000000,1.00000000,23,0.56530612
linear,0.80000000,0.30000000,1.00000000,24,0.55510204
linear,0.80000000,0.30000000,1.00000000,25,0.54489796
linear,0.80000000,0.30000000,1.00000000,26,0.53469388
linear,0.80000000,0.30000000,1.00000000,27,0.52448980
linear,0.80000000,0.30000000,1.00000000,28,0.51428571
linear,0.80000000,0.30000000,1.00000000,29,0.50408163
linear,0.80000000,0.30000000,1.00000000,30,0.49387755
linear,0.80000000,0.30000000,1.00000000,31,0.48367347
linear,0.80000000,0.30000000,1.00000000,32,0.47346939
linear,0.80000000,0.30000000,1.00000000,33,0.46326531
linear,0.80000000,0.30000000,1.00000000,34,0.45306122
linear,0.80000000,0.30000000,1.00000000,35,0.44285714
linear,0.80000000,0.30000000,1.00000000,36,0.43265306
linear,0.80000000,0.30000000,1.00000000,37,0.42244898
linear,0.80000000,0.30000000,1.00000000,38,0.41224490
linear,0.80000000,0.30000000,1.00000000,39,0.40204082
linear,0.80000000,0.30000000,1.00000000,40,0.39183673
linear,0.80000000,0.30000000,1.00000000,41,0.38163265
linear,0.80000000,0.30000000,1.00000000,42,0.37142857
linear,0.80000000,0.30000000,1.00000000,43,0.36122449
linear,0.80000000,0.30000000,1.00000000,44,0.35102041
linear,0.80000000,0.30000000,1.00000000,45,0.34081633
linear,0.80000000,0.30000000,1.00000000,46,0.33061224
linear,0.80000000,0.30000000,1.00000000,47,0.32040816
linear,0.80000000,0.30000000,1.00000000,48,0.31020408
linear,0.80000000,0.30000000,1.00000000,49,0.30000000
exponential,0.80000000,0.30000000,-4.00000000,0,0.80000000
exponential,0.80000000,0.30000000,-4.00000000,1,0.76007395
exponential,0.80000000,0.30000000,-4.00000000,2,0.72327769
exponential,0.80000000,0.30000000,-4.00000000,3,0.68936587
exponential,0.80000000,0.30000000,-4.00000000,4,0.65811238
exponential,0.80000000,0.30000000,-4.00000000,5,0.62930884
exponential,0.80000000,0.30000000,-4.00000000,6,0.60276320
exponential,0.80000000,0.30000000,-4.00000000,7,0.57829846
exponential,0.80000000,0.30000000,-4.00000000,8,0.55575149
exponential,0.80000000,0.30000000,-4.00000000,9,0.53497198
exponential,0.80000000,0.30000000,-4.00000000,10,0.51582136
exponential,0.80000000,0.30000000,-4.00000000,11,0.49817195
exponential,0.80000000,0.30000000,-4.00000000,12,0.48190607
exponential,0.80000000,0.30000000,-4.00000000,13,0.46691526
exponential,0.80000000,0.30000000,-4.00000000,14,0.45309958
exponential,0.80000000,0.30000000,-4.00000000,15,0.44036690
exponential,0.80000000,0.30000000,-4.00000000,16,0.42863233
exponential,0.80000000,0.30000000,-4.00000000,17,0.41781763
exponential,0.80000000,0.30000000,-4.00000000,18,0.40785068
exponential,0.80000000,0.30000000,-4.00000000,19,0.39866505
exponential,0.80000000,0.30000000,-4.00000000,20,0.39019947
exponential,0.80000000,0.30000000,-4.00000000,21,0.38239750
exponential,0.80000000,0.30000000,-4.00000000,22,0.37520713
exponential,0.80000000,0.30000000,-4.00000000,23,0.36858040
exponential,0.80000000,0.30000000,-4.00000000,24,0.36247314
exponential,0.80000000,0.30000000,-4.00000000,25,0.35684463
exponential,0.80000000,0.30000000,-4.00000000,26,0.35165733
exponential,0.80000000,0.30000000,-4.00000000,27,0.34687667
exponential,0.80000000,0.30000000,-4.00000000,28,0.34247076
exponential,0.80000000,0.30000000,-4.00000000,29,0.33841022
exponential,0.80000000,0.30000000,-4.00000000,30,0.33466799
exponential,0.80000000,0.30000000,-4.00000000,31,0.33121911
exponential,0.80000000,0.30000000,-4.00000000,32,0.32804059
exponential,0.80000000,0.30000000,-4.00000000,33,0.32511123
exponential,0.80000000,0.30000000,-4.00000000,34,0.32241150
exponential,0.80000000,0.30000000,-4.00000000,35,0.31992340
exponential,0.80000000,0.30000000,-4.00000000,36,0.31763034
exponential,0.80000000,0.30000000,-4.00000000,37,0.31551704
exponential,0.80000000,0.30000000,-4.00000000,38,0.31356939
exponential,0.80000000,0.30000000,-4.00000000,39,0.31177442
exponential,0.80000000,0.30000000,-4.00000000,40,0.31012016
exponential,0.80000000,0.30000000,-4.00000000,41,0.30859557
exponential,0.80000000,0.30000000,-4.00000000,42,0.30719050
exponential,0.80000000,0.30000000,-4.00000000,43,0.30589557
exponential,0.80000000,0.30000000,-4.00000000,44,0.30470215
exponential,0.80000000,0.30000000,-4.00000000,45,0.30360228
exponential,0.80000000,0.30000000,-4.00000000,46,0.30258862
exponential,0.80000000,0.30000000,-4.00000000,47,0.30165443
exponential,0.80000000,0.30000000,-4.00000000,48,0.30079347
exponential,0.80000000,0.30000000,-4.00000000,49,0.30000000
exponential,0.80000000,0.30000000,-2.00000000,0,0.80000000
exponential,0.80000000,0.30000000,-2.00000000,1,0.77687279
exponential,0.80000000,0.30000000,-2.00000000,2,0.75467055
exponential,0.80000000,0.30000000,-2.00000000,3,0.73335627
exponential,0.80000000,0.30000000,-2.00000000,4,0.71289445
exponential,0.80000000,0.30000000,-2.00000000,5,0.69325100
exponential,0.80000000,0.30000000,-2.00000000,6,0.67439317
exponential,0.80000000,0.30000000,-2.00000000,7,0.65628955
exponential,0.80000000,0.30000000,-2.00000000,8,0.63890998
exponential,0.80000000,0.30000000,-2.00000000,9,0.62222550
exponential,0.80000000,0.30000000,-2.00000000,10,0.60620831
exponential,0.80000000,0.30000000,-2.00000000,11,0.59083171
exponential,0.80000000,0.30000000,-2.00000000,12,0.57607010
exponential,0.80000000,0.30000000,-2.00000000,13,0.56189887
exponential,0.80000000,0.30000000,-2.00000000,14,0.54829441
exponential,0.80000000,0.30000000,-2.00000000,15,0.53523406
exponential,0.80000000,0.30000000,-2.00000000,16,0.52269605
exponential,0.80000000,0.30000000,-2.00000000,17,0.51065949
exponential,0.80000000,0.30000000,-2.00000000,18,0.49910433
exponential,0.80000000,0.30000000,-2.00000000,19,0.48801132
exponential,0.80000000,0.30000000,-2.00000000,20,0.47736196
exponential,0.80000000,0.30000000,-2.00000000,21,0.46713852
exponential,0.80000000,0.30000000,-2.00000000,22,0.45732396
exponential,0.80000000,0.30000000,-2.00000000,23,0.44790193
exponential,0.80000000,0.30000000,-2.00000000,24,0.43885673
exponential,0.80000000,0.30000000,-2.00000000,25,0.43017329
exponential,0.80000000,0.30000000,-2.00000000,26,0.42183714
exponential,0.80000000,0.30000000,-2.00000000,27,0.41383439
exponential,0.80000000,0.30000000,-2.00000000,28,0.40615171
exponential,0.80000000,0.30000000,-2.00000000,29,0.39877629
exponential,0.80000000,0.30000000,-2.00000000,30,0.39169585
exponential,0.80000000,0.30000000,-2.00000000,31,0.38489859
exponential,0.80000000,0.30000000,-2.00000000,32,0.37837318
exponential,0.80000000,0.30000000,-2.00000000,33,0.37210875
exponential,0.80000000,0.30000000,-2.00000000,34,0.36609487
exponential,0.80000000,0.30000000,-2.00000000,35,0.36032150
