parameter,value,seed_index,python_seed,city_seed,best_distance,blind_rounds
nearest_neighbor_pheromone,1.0000,0,43,47,14561.13362450,25
nearest_neighbor_pheromone,1.0000,1,44,48,15356.44122777,25
nearest_neighbor_pheromone,1.0000,2,45,49,15752.62345462,25
nearest_neighbor_pheromone,1.0000,3,46,50,16945.82646938,30
nearest_neighbor_pheromone,1.0000,4,47,51,16141.98932540,30
nearest_neighbor_pheromone,1.0000,5,48,52,14831.10255567,10
nearest_neighbor_pheromone,1.0000,6,49,53,15791.12595397,30
nearest_neighbor_pheromone,1.0000,7,50,54,15784.03969516,20
nearest_neighbor_pheromone,1.0000,8,51,55,16240.97571233,20
nearest_neighbor_pheromone,1.0000,9,52,56,15849.44381579,25
nearest_neighbor_pheromone,1.0000,10,53,57,15439.94667986,25
nearest_neighbor_pheromone,1.0000,11,54,58,15892.01103525,20
nearest_neighbor_pheromone,1.0000,12,55,59,15136.50535934,25
nearest_neighbor_pheromone,1.0000,13,56,60,15686.67975495,35
nearest_neighbor_pheromone,1.0000,14,57,61,15137.95779533,20
nearest_neighbor_pheromone,1.0000,15,58,62,15088.77025861,25
nearest_neighbor_pheromone,1.0000,16,59,63,15319.20127490,25
nearest_neighbor_pheromone,1.0000,17,60,64,15348.05997208,15
nearest_neighbor_pheromone,1.0000,18,61,65,15393.73001707,25
nearest_neighbor_pheromone,1.0000,19,62,66,15096.97102351,30
nearest_neighbor_pheromone,1.1000,0,43,47,14561.13362450,30
nearest_neighbor_pheromone,1.1000,1,44,48,15366.09087125,10
nearest_neighbor_pheromone,1.1000,2,45,49,15807.49198582,25
nearest_neighbor_pheromone,1.1000,3,46,50,16647.84189969,10
nearest_neighbor_pheromone,1.1000,4,47,51,16124.17915505,15
nearest_neighbor_pheromone,1.1000,5,48,52,14831.10255567,10
nearest_neighbor_pheromone,1.1000,6,49,53,15949.93711454,25
nearest_neighbor_pheromone,1.1000,7,50,54,15784.03969516,20
nearest_neighbor_pheromone,1.1000,8,51,55,16283.40169944,20
nearest_neighbor_pheromone,1.1000,9,52,56,15746.60528987,30
nearest_neighbor_pheromone,1.1000,10,53,57,15501.27674794,30
nearest_neighbor_pheromone,1.1000,11,54,58,15911.19465911,10
nearest_neighbor_pheromone,1.1000,12,55,59,15217.97444555,25
nearest_neighbor_pheromone,1.1000,13,56,60,15662.03719002,20
nearest_neighbor_pheromone,1.1000,14,57,61,15134.61269338,30
nearest_neighbor_pheromone,1.1000,15,58,62,15265.46700419,10
nearest_neighbor_pheromone,1.1000,16,59,63,15319.20127490,15
nearest_neighbor_pheromone,1.1000,17,60,64,15363.43944484,25
nearest_neighbor_pheromone,1.1000,18,61,65,15331.49117102,25
nearest_neighbor_pheromone,1.1000,19,62,66,15023.35550177,30
nearest_neighbor_pheromone,1.2500,0,43,47,14571.18063135,30
nearest_neighbor_pheromone,1.2500,1,44,48,15616.37194907,25
nearest_neighbor_pheromone,1.2500,2,45,49,15655.04263278,25
nearest_neighbor_pheromone,1.2500,3,46,50,16945.82646938,30
nearest_neighbor_pheromone,1.2500,4,47,51,16141.98932540,30
nearest_neighbor_pheromone,1.2500,5,48,52,14782.50700980,15
nearest_neighbor_pheromone,1.2500,6,49,53,15922.15131805,35
nearest_neighbor_pheromone,1.2500,7,50,54,15784.03969516,20
nearest_neighbor_pheromone,1.2500,8,51,55,16290.31246848,25
nearest_neighbor_pheromone,1.2500,9,52,56,15746.60528987,30
nearest_neighbor_pheromone,1.2500,10,53,57,15552.73763568,20
nearest_neighbor_pheromone,1.2500,11,54,58,15801.41400283,30
nearest_neighbor_pheromone,1.2500,12,55,59,15252.41654579,35
nearest_neighbor_pheromone,1.2500,13,56,60,15686.67975495,35
nearest_neighbor_pheromone,1.2500,14,57,61,15134.61558136,25
nearest_neighbor_pheromone,1.2500,15,58,62,15265.46700419,10
nearest_neighbor_pheromone,1.2500,16,59,63,15319.20127490,15
nearest_neighbor_pheromone,1.2500,17,60,64,15363.43944484,25
nearest_neighbor_pheromone,1.2500,18,61,65,15411.71817317,20
nearest_neighbor_pheromone,1.2500,19,62,66,15070.44927765,20
nearest_neighbor_pheromone,1.5000,0,43,47,14561.13362450,35
nearest_neighbor_pheromone,1.5000,1,44,48,15320.04011613,15
nearest_neighbor_pheromone,1.5000,2,45,49,15695.09726248,20
nearest_neighbor_pheromone,1.5000,3,46,50,16649.07864244,25
nearest_neighbor_pheromone,1.5000,4,47,51,16184.62004858,35
nearest_neighbor_pheromone,1.5000,5,48,52,14831.10255567,10
nearest_neighbor_pheromone,1.5000,6,49,53,15598.79620426,15
nearest_neighbor_pheromone,1.5000,7,50,54,16261.35908113,25
nearest_neighbor_pheromone,1.5000,8,51,55,16249.34122081,20
nearest_neighbor_pheromone,1.5000,9,52,56,15746.60528987,30
nearest_neighbor_pheromone,1.5000,10,53,57,15518.74438474,25
nearest_neighbor_pheromone,1.5000,11,54,58,15784.13947484,15
nearest_neighbor_pheromone,1.5000,12,55,59,15178.30089225,15
nearest_neighbor_pheromone,1.5000,13,56,60,15586.97592060,25
nearest_neighbor_pheromone,1.5000,14,57,61,15186.41920089,20
nearest_neighbor_pheromone,1.5000,15,58,62,15114.18876126,15
nearest_neighbor_pheromone,1.5000,16,59,63,15319.20127490,15
nearest_neighbor_pheromone,1.5000,17,60,64,15363.43944484,25
nearest_neighbor_pheromone,1.5000,18,61,65,15343.96978061,20
nearest_neighbor_pheromone,1.5000,19,62,66,15023.35550177,30
nearest_neighbor_pheromone,2.0000,0,43,47,14561.13362450,35
nearest_neighbor_pheromone,2.0000,1,44,48,15252.86120860,15
nearest_neighbor_pheromone,2.0000,2,45,49,15657.83217751,10
nearest_neighbor_pheromone,2.0000,3,46,50,16602.61547494,15
nearest_neighbor_pheromone,2.0000,4,47,51,16099.00255211,30
nearest_neighbor_pheromone,2.0000,5,48,52,14831.10255567,15
nearest_neighbor_pheromone,2.0000,6,49,53,15757.88965747,10
nearest_neighbor_pheromone,2.0000,7,50,54,15944.78786479,10
nearest_neighbor_pheromone,2.0000,8,51,55,16267.87071675,30
nearest_neighbor_pheromone,2.0000,9,52,56,15849.44381579,25
nearest_neighbor_pheromone,2.0000,10,53,57,15460.66668389,20
nearest_neighbor_pheromone,2.0000,11,54,58,15811.35615627,20
nearest_neighbor_pheromone,2.0000,12,55,59,15098.10521913,30
nearest_neighbor_pheromone,2.0000,13,56,60,15614.71727994,10
nearest_neighbor_pheromone,2.0000,14,57,61,15186.41920089,20
nearest_neighbor_pheromone,2.0000,15,58,62,15081.75011423,5
nearest_neighbor_pheromone,2.0000,16,59,63,15290.29597932,15
nearest_neighbor_pheromone,2.0000,17,60,64,15363.43944484,35
nearest_neighbor_pheromone,2.0000,18,61,65,15343.96978061,30
nearest_neighbor_pheromone,2.0000,19,62,66,15202.17160007,30
